gene_id,gene_type,split,labels,gene_name,TSS,chromosome_name,strand
ENSG00000182771,protein_coding,train,-1.105649906114366,GRID1,86366809,chr10,-
ENSG00000152208,protein_coding,train,-1.4223325904808852,GRID2,92304004,chr4,+
ENSG00000215045,protein_coding,train,-0.9242258655225823,GRID2IP,6531228,chr7,-
ENSG00000171189,protein_coding,train,-1.2329047135084354,GRIK1,29940007,chr21,-
ENSG00000164418,protein_coding,train,-0.9121969709609632,GRIK2,101398826,chr6,+
ENSG00000163873,protein_coding,train,-1.2358328963283274,GRIK3,37034533,chr1,-
ENSG00000149403,protein_coding,train,-1.1464179103854488,GRIK4,120511764,chr11,+
ENSG00000105737,protein_coding,train,-0.3733262370434164,GRIK5,42042875,chr19,-
ENSG00000176884,protein_coding,train,-1.338756005752974,GRIN1,137139162,chr9,+
ENSG00000183454,protein_coding,train,-1.2788467950712408,GRIN2A,10182915,chr16,-
ENSG00000161509,protein_coding,train,-1.195047614494986,GRIN2C,74859892,chr17,-
ENSG00000105464,protein_coding,train,-0.7802060868499656,GRIN2D,48414082,chr19,+
ENSG00000198785,protein_coding,train,-1.3498311573091362,GRIN3A,101738658,chr9,-
ENSG00000116032,protein_coding,train,-0.9211899248523452,GRIN3B,1000353,chr19,+
ENSG00000178719,protein_coding,train,1.684502600023699,GRINA,143990110,chr8,+
ENSG00000155974,protein_coding,train,-0.2982995184233192,GRIP1,66804615,chr12,-
ENSG00000068400,protein_coding,valid,0.7648205270650004,GRIPAP1,49002243,chrX,-
ENSG00000185974,protein_coding,test,-1.4446072979975124,GRK1,113667224,chr13,+
ENSG00000125388,protein_coding,train,-0.158335976748723,GRK4,2963628,chr4,+
ENSG00000198873,protein_coding,train,0.6362588801493574,GRK5,119207622,chr10,+
ENSG00000198055,protein_coding,train,0.8413723729977518,GRK6,177426700,chr5,+
ENSG00000114124,protein_coding,train,-1.3479672487791965,GRK7,141778205,chr3,+
ENSG00000152822,protein_coding,train,-1.3369350280444177,GRM1,146027714,chr6,+
ENSG00000164082,protein_coding,train,-1.1963971576827543,GRM2,51707090,chr3,+
ENSG00000198822,protein_coding,train,-1.4137075508612182,GRM3,86644774,chr7,+
ENSG00000124493,protein_coding,valid,-1.390766794102036,GRM4,34105984,chr6,-
ENSG00000168959,protein_coding,train,-1.420161583897135,GRM5,89063659,chr11,-
ENSG00000113262,protein_coding,train,-1.4538185410237352,GRM6,178995325,chr5,-
ENSG00000196277,protein_coding,train,-1.4311173621032574,GRM7,6861121,chr3,+
ENSG00000179603,protein_coding,train,-1.37672539358469,GRM8,127252957,chr7,-
ENSG00000030582,protein_coding,train,1.86841051222066,GRN,44345310,chr17,+
ENSG00000134443,protein_coding,train,-1.4632121967076763,GRP,59220167,chr18,+
ENSG00000109519,protein_coding,train,0.7949400183902827,GRPEL1,7068088,chr4,-
ENSG00000164284,protein_coding,train,0.7106657271104845,GRPEL2,149345539,chr5,+
ENSG00000126010,protein_coding,train,-1.061962648314219,GRPR,16123584,chrX,+
ENSG00000132463,protein_coding,train,1.0128807686610573,GRSF1,70839896,chr4,-
ENSG00000139835,protein_coding,train,0.0764373164155355,GRTP1,113364137,chr13,-
ENSG00000105447,protein_coding,train,1.0347650745310453,GRWD1,48446010,chr19,+
ENSG00000215203,protein_coding,train,-1.4632121967076763,GRXCR1,42893142,chr4,+
ENSG00000133937,protein_coding,train,-1.3173524906034433,GSC,94770128,chr14,-
ENSG00000063515,protein_coding,train,-1.4632121967076763,GSC2,19150294,chr22,-
ENSG00000167914,protein_coding,train,-1.331513664915278,GSDMA,39963009,chr17,+
ENSG00000073605,protein_coding,test,0.0312163515948648,GSDMB,39918645,chr17,-
ENSG00000147697,protein_coding,train,-1.3727887393688525,GSDMC,129786609,chr8,-
ENSG00000104518,protein_coding,train,0.5693887063526712,GSDMD,143558395,chr8,+
ENSG00000111305,protein_coding,train,-1.2836955334768432,GSG1,13103658,chr12,-
ENSG00000169181,protein_coding,test,-1.37672539358469,GSG1L,28063739,chr16,-
ENSG00000105723,protein_coding,train,1.133472989482133,GSK3A,42242644,chr19,-
ENSG00000082701,protein_coding,train,0.9748226483981024,GSK3B,120094454,chr3,-
ENSG00000148180,protein_coding,train,1.3632996604399272,GSN,121268203,chr9,+
ENSG00000103342,protein_coding,train,1.2576061405786036,GSPT1,11915936,chr16,-
ENSG00000189369,protein_coding,test,0.5008982107037538,GSPT2,51743453,chrX,+
ENSG00000104687,protein_coding,train,1.1959093498424578,GSR,30727869,chr8,-
ENSG00000100983,protein_coding,train,1.2109226414891536,GSS,34955818,chr20,-
ENSG00000243955,protein_coding,train,-1.195047614494986,GSTA1,52803824,chr6,-
ENSG00000244067,protein_coding,train,-1.3989810965096376,GSTA2,52763477,chr6,-
ENSG00000174156,protein_coding,test,-1.4632121967076763,GSTA3,52909701,chr6,-
ENSG00000170899,protein_coding,train,0.8393609059761139,GSTA4,52995351,chr6,-
ENSG00000182793,protein_coding,train,-1.4632121967076763,GSTA5,52846091,chr6,-
ENSG00000138780,protein_coding,train,0.1605166447488728,GSTCD,105708825,chr4,+
ENSG00000197448,protein_coding,train,1.2400558957284755,GSTK1,143263507,chr7,+
ENSG00000134184,protein_coding,train,0.5973948003687165,GSTM1,109687824,chr1,+
ENSG00000213366,protein_coding,train,0.5347645388294862,GSTM2,109668102,chr1,+
ENSG00000134202,protein_coding,train,0.5695193761725326,GSTM3,109740323,chr1,-
ENSG00000168765,protein_coding,train,0.4217601138548114,GSTM4,109656134,chr1,+
ENSG00000134201,protein_coding,train,-1.0154571145279847,GSTM5,109712271,chr1,+
ENSG00000148834,protein_coding,train,1.6753894540383012,GSTO1,104254926,chr10,+
ENSG00000065621,protein_coding,train,-0.2787641180729135,GSTO2,104275178,chr10,+
ENSG00000084207,protein_coding,train,2.1288065086084096,GSTP1,67583822,chr11,+
ENSG00000100577,protein_coding,train,0.0766220016857491,GSTZ1,77321056,chr14,+
ENSG00000169840,protein_coding,train,-1.4632121967076763,GSX1,27792485,chr13,+
ENSG00000180613,protein_coding,train,-1.4378143784255997,GSX2,54100168,chr4,+
ENSG00000121964,protein_coding,train,0.2646319273319843,GTDC1,144332527,chr2,-
ENSG00000165417,protein_coding,test,0.6775930679000892,GTF2A1,81220936,chr14,-
ENSG00000242441,protein_coding,train,-1.173961293680612,GTF2A1L,48617861,chr2,+
ENSG00000140307,protein_coding,train,0.941547559768016,GTF2A2,59657552,chr15,-
ENSG00000137947,protein_coding,train,0.8790583722610589,GTF2B,88891574,chr1,-
ENSG00000153767,protein_coding,train,0.4718686831164146,GTF2E1,120742753,chr3,+
ENSG00000197265,protein_coding,train,0.9008319257391356,GTF2E2,30658259,chr8,-
ENSG00000125651,protein_coding,train,1.3944051788299607,GTF2F1,6393172,chr19,-
ENSG00000188342,protein_coding,test,0.878462704629847,GTF2F2,45120561,chr13,+
ENSG00000110768,protein_coding,train,0.6760821869736073,GTF2H1,18322581,chr11,+
ENSG00000183474,protein_coding,train,0.3194745253758931,GTF2H2C,69560208,chr5,+
ENSG00000111358,protein_coding,train,0.7342302932613832,GTF2H3,123633845,chr12,+
ENSG00000213780,protein_coding,train,0.8941570826413147,GTF2H4,30908235,chr6,+
ENSG00000006704,protein_coding,valid,0.6034237018677143,GTF2IRD1,74453942,chr7,+
ENSG00000174428,protein_coding,train,0.0728215068024067,GTF2IRD2B,75092599,chr7,+
ENSG00000122034,protein_coding,train,1.3432217325659146,GTF3A,27424689,chr13,+
ENSG00000077235,protein_coding,train,1.107769617103559,GTF3C1,27549923,chr16,-
ENSG00000115207,protein_coding,train,1.055320653148838,GTF3C2,27356781,chr2,-
ENSG00000119041,protein_coding,train,0.6404119410862849,GTF3C3,196799730,chr2,-
ENSG00000125484,protein_coding,train,0.5548580961251456,GTF3C4,132670529,chr9,+
ENSG00000148308,protein_coding,train,1.1385490965489131,GTF3C5,133031006,chr9,+
ENSG00000155115,protein_coding,train,1.391625035996997,GTF3C6,110958718,chr6,+
ENSG00000100226,protein_coding,valid,0.9410553028207044,GTPBP1,38705985,chr22,+
ENSG00000105793,protein_coding,train,0.1793981692332417,GTPBP10,90346738,chr7,+
ENSG00000172432,protein_coding,train,1.0487060716850558,GTPBP2,43629291,chr6,-
ENSG00000130299,protein_coding,valid,0.6718891174263812,GTPBP3,17337597,chr19,+
ENSG00000107937,protein_coding,train,0.9243164851919003,GTPBP4,988471,chr10,+
ENSG00000178605,protein_coding,train,1.1416784111197118,GTPBP6,312534,chrX,-
ENSG00000163607,protein_coding,valid,0.3875039597391492,GTPBP8,112991003,chr3,+
ENSG00000075218,protein_coding,train,0.4044557466362394,GTSE1,46296950,chr22,+
ENSG00000170627,protein_coding,train,-1.365012104376058,GTSF1,54473608,chr12,-
ENSG00000124196,protein_coding,test,-1.4632121967076763,GTSF1L,43726987,chr20,-
ENSG00000048545,protein_coding,train,-1.1977505512129365,GUCA1A,42155414,chr6,+
ENSG00000112599,protein_coding,train,-0.5271085405975078,GUCA1B,42194961,chr6,-
ENSG00000138472,protein_coding,train,-1.4632121967076763,GUCA1C,108953867,chr3,-
ENSG00000197273,protein_coding,train,-1.4446072979975124,GUCA2A,42164754,chr1,-
ENSG00000044012,protein_coding,train,-1.4632121967076763,GUCA2B,42153417,chr1,+
ENSG00000152402,protein_coding,train,-0.7156707466591434,GUCY1A2,107018483,chr11,-
ENSG00000070019,protein_coding,train,-1.378706039930046,GUCY2C,14696606,chr12,-
ENSG00000132518,protein_coding,train,-1.307002317592997,GUCY2D,8002648,chr17,+
ENSG00000101890,protein_coding,train,-1.4378143784255997,GUCY2F,109482090,chrX,-
ENSG00000151806,protein_coding,train,0.816322926017392,GUF1,44678481,chr4,+
ENSG00000143774,protein_coding,train,1.3715253772862366,GUK1,228140343,chr1,+
ENSG00000144366,protein_coding,train,-0.06810162610144,GULP1,188292838,chr2,+
ENSG00000169919,protein_coding,train,0.9889000116043616,GUSB,65982242,chr7,-
ENSG00000151233,protein_coding,train,0.3345055721991185,GXYLT1,42144918,chr12,-
ENSG00000172986,protein_coding,train,0.0124610630414834,GXYLT2,72888119,chr3,+
ENSG00000163754,protein_coding,train,0.8844532556740154,GYG1,148991550,chr3,+
ENSG00000056998,protein_coding,train,0.0813073442475084,GYG2,2828947,chrX,+
ENSG00000170180,protein_coding,train,-1.4632121967076763,GYPA,144140724,chr4,-
ENSG00000250361,protein_coding,train,-1.4491905617733891,GYPB,144019388,chr4,-
ENSG00000136732,protein_coding,train,1.028476461302917,GYPC,126656182,chr2,+
ENSG00000197465,protein_coding,train,-1.0558939415279622,GYPE,143905563,chr4,-
ENSG00000104812,protein_coding,train,1.0860556263553065,GYS1,48993316,chr19,-
ENSG00000111713,protein_coding,train,-1.2902385904617033,GYS2,21604862,chr12,-
ENSG00000125812,protein_coding,test,0.4685666445652973,GZF1,23362220,chr20,+
ENSG00000145649,protein_coding,train,-1.24622626599778,GZMA,55102652,chr5,+
ENSG00000100453,protein_coding,test,-1.3461106354089365,GZMB,24634196,chr14,-
ENSG00000100450,protein_coding,train,-1.3948561652083546,GZMH,24609694,chr14,-
ENSG00000113088,protein_coding,train,-1.4137075508612182,GZMK,55024262,chr5,+
ENSG00000197540,protein_coding,train,-0.9946919066793688,GZMM,544065,chr19,+
ENSG00000049239,protein_coding,train,0.8674539242868797,H6PD,9234830,chr1,+
ENSG00000162882,protein_coding,train,-0.2989104188432974,HAAO,42792599,chr2,-
ENSG00000148702,protein_coding,train,-1.365012104376058,HABP2,113553060,chr10,+
ENSG00000130956,protein_coding,train,0.6119525706879425,HABP4,96450254,chr9,+
ENSG00000085382,protein_coding,train,0.1433453567180719,HACE1,104859925,chr6,-
ENSG00000131373,protein_coding,valid,0.7082825938450181,HACL1,15601580,chr3,-
ENSG00000138796,protein_coding,train,1.15375499717767,HADH,107989873,chr4,+
ENSG00000084754,protein_coding,train,1.6633157859848144,HADHA,26244646,chr2,-
ENSG00000138029,protein_coding,train,1.3864533012379383,HADHB,26244949,chr2,+
ENSG00000063854,protein_coding,train,1.0127653063409794,HAGH,1826849,chr16,-
ENSG00000103253,protein_coding,train,0.3486068295557402,HAGHL,727112,chr16,+
ENSG00000084110,protein_coding,train,-1.110135652170534,HAL,95995944,chr12,-
ENSG00000105697,protein_coding,train,-1.1843872982171648,HAMP,35282537,chr19,+
ENSG00000113196,protein_coding,test,-1.458492116862817,HAND1,154478234,chr5,-
ENSG00000164107,protein_coding,test,-1.0881194452600402,HAND2,173530236,chr4,-
ENSG00000101323,protein_coding,train,-1.4632121967076763,HAO1,7940468,chr20,-
ENSG00000116882,protein_coding,train,-1.4094531357020137,HAO2,119368818,chr1,+
ENSG00000173805,protein_coding,train,-0.8299356031014654,HAP1,41734646,chr17,-
ENSG00000145681,protein_coding,train,-1.2256623726707392,HAPLN1,83720862,chr5,-
ENSG00000132702,protein_coding,train,-1.0849034050734012,HAPLN2,156619442,chr1,+
ENSG00000140511,protein_coding,train,0.1418993684705583,HAPLN3,88895560,chr15,-
ENSG00000187664,protein_coding,valid,-0.985939553031112,HAPLN4,19273312,chr19,-
ENSG00000180423,protein_coding,train,0.0016638025011811,HARBI1,46617238,chr11,-
ENSG00000112855,protein_coding,train,0.8459173892003664,HARS2,140691502,chr5,+
ENSG00000105509,protein_coding,train,-1.1001017246151212,HAS1,51723992,chr19,-
ENSG00000170961,protein_coding,train,-0.1960024500678777,HAS2,121641453,chr8,-
ENSG00000103044,protein_coding,train,-0.0971573595486079,HAS3,69106223,chr16,+
ENSG00000128708,protein_coding,train,0.6709405469842138,HAT1,171922494,chr2,+
ENSG00000152240,protein_coding,train,1.0552971930048891,HAUS1,46104407,chr18,+
ENSG00000137814,protein_coding,train,0.6805229312488017,HAUS2,42548863,chr15,+
ENSG00000214367,protein_coding,train,0.2739196121169642,HAUS3,2242138,chr4,-
ENSG00000092036,protein_coding,train,1.018212621783463,HAUS4,22957097,chr14,-
ENSG00000249115,protein_coding,train,0.6175643043270532,HAUS5,35612797,chr19,+
ENSG00000147874,protein_coding,train,0.4671907367794071,HAUS6,19102961,chr9,-
ENSG00000213397,protein_coding,test,0.4467781529064616,HAUS7,153470594,chrX,-
ENSG00000131351,protein_coding,train,0.6174757457324618,HAUS8,17075468,chr19,-
ENSG00000113249,protein_coding,train,-1.3887352530502792,HAVCR1,157059123,chr5,-
ENSG00000135077,protein_coding,test,-0.6309860542223159,HAVCR2,157142882,chr5,-
ENSG00000143575,protein_coding,train,1.4287272541821026,HAX1,154272671,chr1,+
ENSG00000206172,protein_coding,train,-0.5598598296166529,HBA1,176674,chr16,+
ENSG00000244734,protein_coding,train,-1.3351210139387502,HBB,5227078,chr11,-
ENSG00000223609,protein_coding,train,-1.4514989074990443,HBD,5234494,chr11,-
ENSG00000213931,protein_coding,train,-1.192359991948254,HBE1,5269952,chr11,-
ENSG00000113070,protein_coding,valid,0.4365138337127264,HBEGF,140346612,chr5,-
ENSG00000213934,protein_coding,train,-1.38069499089652,HBG1,5248324,chr11,-
ENSG00000196565,protein_coding,train,-1.1403749737532416,HBG2,5254783,chr11,-
ENSG00000206177,protein_coding,valid,-1.3887352530502792,HBM,165985,chr16,+
ENSG00000105856,protein_coding,train,0.923775053057942,HBP1,107169010,chr7,+
ENSG00000086506,protein_coding,train,-0.8470946486552795,HBQ1,180500,chr16,+
ENSG00000112339,protein_coding,train,0.5790263779847045,HBS1L,135054831,chr6,-
ENSG00000130656,protein_coding,train,-1.3279335414268978,HBZ,152865,chr16,+
ENSG00000196917,protein_coding,train,-1.165022809095613,HCAR1,122730819,chr12,-
ENSG00000182782,protein_coding,train,-1.0881194452600402,HCAR2,122703364,chr12,-
ENSG00000255398,protein_coding,train,-1.1637595217696246,HCAR3,122716817,chr12,-
ENSG00000004961,protein_coding,train,0.9141748716174336,HCCS,11111355,chrX,+
ENSG00000172534,protein_coding,train,1.1044499031489607,HCFC1,153971844,chrX,-
ENSG00000103145,protein_coding,valid,1.3490292819254608,HCFC1R1,3024005,chr16,-
ENSG00000111727,protein_coding,train,0.2832081572065135,HCFC2,104064566,chr12,+
ENSG00000101336,protein_coding,train,-0.7696456998142569,HCK,32052288,chr20,+
ENSG00000180353,protein_coding,test,-0.1387473122816179,HCLS1,121660924,chr3,-
ENSG00000164588,protein_coding,test,-1.4378143784255997,HCN1,45696386,chr5,-
ENSG00000099822,protein_coding,train,-0.5284289704286703,HCN2,589891,chr19,+
ENSG00000143630,protein_coding,train,0.0962449294465194,HCN3,155277518,chr1,+
ENSG00000138622,protein_coding,test,-1.365012104376058,HCN4,73368876,chr15,-
ENSG00000161610,protein_coding,train,-1.403142211880852,HCRT,42185451,chr17,-
ENSG00000121764,protein_coding,train,-1.1574930619416108,HCRTR1,31617704,chr1,+
ENSG00000137252,protein_coding,train,-1.4632121967076763,HCRTR2,55174528,chr6,+
ENSG00000126264,protein_coding,train,-0.1454822245131875,HCST,35902537,chr19,+
ENSG00000116478,protein_coding,train,1.2668050135065558,HDAC1,32292164,chr1,+
ENSG00000100429,protein_coding,train,0.5559348967249791,HDAC10,50251271,chr22,-
ENSG00000163517,protein_coding,train,0.2354931820391283,HDAC11,13480329,chr3,+
ENSG00000196591,protein_coding,train,0.6975325104963133,HDAC2,113971195,chr6,-
ENSG00000171720,protein_coding,train,0.99018009278288,HDAC3,141636878,chr5,-
ENSG00000068024,protein_coding,train,0.1725845197603733,HDAC4,239401044,chr2,-
ENSG00000108840,protein_coding,train,1.0971818544384029,HDAC5,44123665,chr17,-
ENSG00000094631,protein_coding,train,0.7462632333308235,HDAC6,48802121,chrX,+
ENSG00000061273,protein_coding,train,0.8760040578012651,HDAC7,47819912,chr12,-
ENSG00000147099,protein_coding,train,0.3257408399746581,HDAC8,72572870,chrX,-
ENSG00000048052,protein_coding,train,-0.1707694641140336,HDAC9,18495776,chr7,+
ENSG00000140287,protein_coding,train,-1.2256623726707392,HDC,50265744,chr15,-
ENSG00000111906,protein_coding,train,1.3010764058983286,HDDC2,125301987,chr6,-
ENSG00000184508,protein_coding,train,0.6885451645616233,HDDC3,90932572,chr15,-
ENSG00000143321,protein_coding,train,1.7764891291395015,HDGF,156751702,chr1,-
ENSG00000112273,protein_coding,train,-1.4632121967076763,HDGFL1,22569568,chr6,+
ENSG00000167220,protein_coding,train,1.0055121086260028,HDHD2,47150512,chr18,-
ENSG00000119431,protein_coding,train,0.7197948634165023,HDHD3,113376996,chr9,-
ENSG00000115677,protein_coding,train,1.622603919367223,HDLBP,241272842,chr2,-
ENSG00000165259,protein_coding,train,-0.4685701879513417,HDX,84502477,chrX,-
ENSG00000119285,protein_coding,train,0.7885610927480476,HEATR1,236604536,chr1,-
ENSG00000155393,protein_coding,train,0.5952649042491991,HEATR3,50066045,chr16,+
ENSG00000187105,protein_coding,train,-1.0670798943851223,HEATR4,73558947,chr14,-
ENSG00000129493,protein_coding,train,0.4293699232919834,HEATR5A,31420557,chr14,-
ENSG00000008869,protein_coding,train,0.6045778730223828,HEATR5B,37084391,chr2,-
ENSG00000068097,protein_coding,train,0.6647014439766871,HEATR6,60078945,chr17,-
ENSG00000013583,protein_coding,train,0.8232033354029815,HEBP1,13000297,chr12,-
ENSG00000051620,protein_coding,train,1.4626102788443516,HEBP2,138404364,chr6,+
ENSG00000112406,protein_coding,train,0.691711403192593,HECA,139135163,chr6,+
ENSG00000092148,protein_coding,train,1.0115319563892766,HECTD1,31207756,chr14,-
ENSG00000165338,protein_coding,train,-0.0703617028991926,HECTD2,91410423,chr10,+
ENSG00000126107,protein_coding,train,0.9987942217032288,HECTD3,45011351,chr1,-
ENSG00000002746,protein_coding,train,-1.2918885542488427,HECW1,43112664,chr7,+
ENSG00000138411,protein_coding,train,-0.3005433433836614,HECW2,196593194,chr2,-
ENSG00000173706,protein_coding,train,0.7469827846414151,HEG1,125056008,chr3,-
ENSG00000127311,protein_coding,train,-0.3888328797925734,HELB,66302539,chr12,+
ENSG00000119969,protein_coding,train,0.2267608763682848,HELLS,94545841,chr10,+
ENSG00000163312,protein_coding,train,0.352648405136828,HELQ,83455887,chr4,-
ENSG00000187821,protein_coding,test,-1.4632121967076763,HELT,185018648,chr4,+
ENSG00000198265,protein_coding,train,0.6232562725116411,HELZ,67245210,chr17,-
ENSG00000136929,protein_coding,train,-1.4468933945211957,HEMGN,97938204,chr9,-
ENSG00000114735,protein_coding,train,0.3087865421236075,HEMK1,50569536,chr3,+
ENSG00000162639,protein_coding,train,0.0164606066372509,HENMT1,108661112,chr1,-
ENSG00000165478,protein_coding,train,-1.3611710784461104,HEPACAM,124936097,chr11,-
ENSG00000188175,protein_coding,train,-1.366944343750552,HEPACAM2,93226477,chr7,-
ENSG00000089472,protein_coding,train,-0.1161779417472257,HEPH,66164257,chrX,+
ENSG00000181333,protein_coding,train,-1.4245135787391872,HEPHL1,94021372,chr11,+
ENSG00000103657,protein_coding,valid,0.6385235576526855,HERC1,63833955,chr15,-
ENSG00000138641,protein_coding,train,0.5380568014830339,HERC3,88592519,chr4,+
ENSG00000148634,protein_coding,train,0.3692766761462139,HERC4,68075329,chr10,-
ENSG00000138646,protein_coding,train,0.0576920087949206,HERC5,88457187,chr4,+
ENSG00000138642,protein_coding,train,0.1150031208096744,HERC6,88379086,chr4,+
ENSG00000051108,protein_coding,train,1.6172776773989077,HERPUD1,56932154,chr16,+
ENSG00000122557,protein_coding,test,0.9903549934027884,HERPUD2,35695167,chr7,-
ENSG00000114315,protein_coding,train,1.11778700985197,HES1,194136155,chr3,+
ENSG00000069812,protein_coding,train,-1.1977505512129365,HES2,6419926,chr1,-
ENSG00000173673,protein_coding,train,-1.4632121967076763,HES3,6244183,chr1,+
ENSG00000188290,protein_coding,train,0.54865273709549,HES4,1000104,chr1,-
ENSG00000197921,protein_coding,train,-0.9946919066793688,HES5,2530271,chr1,-
ENSG00000144485,protein_coding,train,0.4953549140601292,HES6,238240045,chr2,-
ENSG00000179111,protein_coding,train,-0.9166721372702574,HES7,8124114,chr17,-
ENSG00000163666,protein_coding,train,-0.5598598296166529,HESX1,57199986,chr3,-
ENSG00000213614,protein_coding,train,1.294880535936051,HEXA,72376032,chr15,-
ENSG00000049860,protein_coding,train,1.108378341431793,HEXB,74685239,chr5,+
ENSG00000186834,protein_coding,train,0.9219295475293308,HEXIM1,45148478,chr17,+
ENSG00000168517,protein_coding,valid,0.3508909246739857,HEXIM2,45161930,chr17,+
ENSG00000164683,protein_coding,train,0.0531544524306896,HEY1,79767776,chr8,-
ENSG00000135547,protein_coding,train,-0.2056126699181931,HEY2,125749655,chr6,+
ENSG00000163909,protein_coding,valid,-0.0600287340047564,HEYL,39639654,chr1,-
ENSG00000010704,protein_coding,test,0.0305046273644977,HFE,26087441,chr6,+
ENSG00000162669,protein_coding,train,-0.9420699555523344,HFM1,91404846,chr1,-
ENSG00000113924,protein_coding,train,-1.1034228404718216,HGD,120682291,chr3,-
ENSG00000019991,protein_coding,train,-0.8139787727834082,HGF,81770057,chr7,-
ENSG00000109758,protein_coding,train,-1.0173064896211197,HGFAC,3441995,chr4,+
ENSG00000185359,protein_coding,train,1.4923326062839113,HGS,81684058,chr17,+
ENSG00000165102,protein_coding,train,0.7857534633909457,HGSNAT,43140533,chr8,+
ENSG00000054392,protein_coding,train,-0.0998283356962871,HHAT,210328958,chr1,+
ENSG00000010282,protein_coding,train,-1.3479672487791965,HHATL,42702701,chr3,-
ENSG00000152804,protein_coding,train,-0.1481438755080927,HHEX,92689961,chr10,+
ENSG00000164161,protein_coding,train,-1.120386415985572,HHIP,144646203,chr4,+
ENSG00000182218,protein_coding,train,-0.6124758610215107,HHIPL1,99645339,chr14,+
ENSG00000143512,protein_coding,train,-1.1587397488892823,HHIPL2,222548110,chr1,-
ENSG00000114455,protein_coding,valid,-1.4245135787391872,HHLA2,108296559,chr3,+
ENSG00000106049,protein_coding,train,1.0917925838546936,HIBADH,27663013,chr7,-
ENSG00000198130,protein_coding,train,0.3204694632831558,HIBCH,190319803,chr2,-
ENSG00000177374,protein_coding,train,-0.1131380215178668,HIC1,2055110,chr17,+
ENSG00000169635,protein_coding,train,0.1756665254570018,HIC2,21417373,chr22,+
ENSG00000100644,protein_coding,train,1.5683591667772672,HIF1A,61695536,chr14,+
ENSG00000166135,protein_coding,train,0.8615081812593033,HIF1AN,100535956,chr10,+
ENSG00000124440,protein_coding,train,0.2688985432855175,HIF3A,46298442,chr19,+
ENSG00000181061,protein_coding,train,1.650515538109392,HIGD1A,42804523,chr3,-
ENSG00000131097,protein_coding,train,-0.902643226757008,HIGD1B,44847897,chr17,+
ENSG00000146066,protein_coding,train,1.8446841670751708,HIGD2A,176388768,chr5,+
ENSG00000175202,protein_coding,test,-1.4052365380666896,HIGD2B,72686126,chr15,-
ENSG00000135245,protein_coding,train,0.56466045844881,HILPDA,128455885,chr7,+
ENSG00000172273,protein_coding,train,0.1811049171898486,HINFP,119121624,chr11,+
ENSG00000169567,protein_coding,train,1.952217982312599,HINT1,131165333,chr5,-
ENSG00000137133,protein_coding,train,0.63877765860183,HINT2,35815055,chr9,-
ENSG00000111911,protein_coding,train,0.7416502558707904,HINT3,125956847,chr6,+
ENSG00000127946,protein_coding,train,0.6508997026670468,HIP1,75738947,chr7,-
ENSG00000130787,protein_coding,train,0.8169825196030848,HIP1R,122835512,chr12,+
ENSG00000163349,protein_coding,train,0.9375951264498068,HIPK1,113929694,chr1,+
ENSG00000064393,protein_coding,train,0.8456254728154299,HIPK2,139778054,chr7,-
ENSG00000110422,protein_coding,train,1.0629536480908932,HIPK3,33257474,chr11,+
ENSG00000160396,protein_coding,train,-1.1367858208635888,HIPK4,40390186,chr19,-
ENSG00000149929,protein_coding,train,0.6983298450436146,HIRIP3,29995648,chr16,-
ENSG00000095951,protein_coding,train,0.4381969724763969,HIVEP1,12012012,chr6,+
ENSG00000010818,protein_coding,train,0.5152858118029673,HIVEP2,142945219,chr6,-
ENSG00000127124,protein_coding,valid,-0.2690986632631991,HIVEP3,42035943,chr1,-
ENSG00000123485,protein_coding,train,0.654681481637313,HJURP,233854565,chr2,-
ENSG00000156515,protein_coding,train,1.3149571937619686,HK1,69318921,chr10,+
ENSG00000159399,protein_coding,train,0.7926600045432339,HK2,74834138,chr2,+
ENSG00000160883,protein_coding,train,-1.3461106354089365,HK3,176899353,chr5,-
ENSG00000156510,protein_coding,train,-0.9265156404137548,HKDC1,69220340,chr10,+
ENSG00000206503,protein_coding,train,2.204322857827535,HLA-A,29942547,chr6,+
ENSG00000234745,protein_coding,train,1.6847796246008069,HLA-B,31357186,chr6,-
ENSG00000204525,protein_coding,train,2.095064712164203,HLA-C,31272099,chr6,-
ENSG00000204257,protein_coding,train,0.4614007642876013,HLA-DMA,32953113,chr6,-
ENSG00000242574,protein_coding,train,-0.3716605474593999,HLA-DMB,32941053,chr6,-
ENSG00000204252,protein_coding,train,-0.5300846932633894,HLA-DOA,33009617,chr6,-
ENSG00000241106,protein_coding,train,-0.8121716692244139,HLA-DOB,32817062,chr6,-
ENSG00000231389,protein_coding,train,0.0215686312534914,HLA-DPA1,33073662,chr6,-
ENSG00000223865,protein_coding,train,0.5593509761079519,HLA-DPB1,33076005,chr6,+
ENSG00000196735,protein_coding,train,-1.3573609044631378,HLA-DQA1,32637413,chr6,+
ENSG00000237541,protein_coding,valid,-1.3727887393688525,HLA-DQA2,32741398,chr6,+
ENSG00000179344,protein_coding,train,-0.1828989765278048,HLA-DQB1,32666702,chr6,-
ENSG00000232629,protein_coding,train,-1.4073401517604434,HLA-DQB2,32763539,chr6,-
ENSG00000204287,protein_coding,train,0.3252491293639774,HLA-DRA,32439918,chr6,+
ENSG00000196126,protein_coding,train,0.3551185210791326,HLA-DRB1,32589827,chr6,-
ENSG00000198502,protein_coding,train,-0.4983310051034124,HLA-DRB5,32530296,chr6,-
