gene_id,gene_type,split,labels,gene_name,TSS,chromosome_name,strand,fpkm_median,tpm_median,fpkm_uq_median
ENSG00000080845,protein_coding,train,0.8993675867285977,DLGAP4,36461477,chr20,+,3.889405397431272,5.356429080599403,4.0489859410737
ENSG00000126787,protein_coding,train,0.4522466300999596,DLGAP5,55191603,chr14,-,2.5145262844789897,3.926843907257264,2.689142580484321
ENSG00000185559,protein_coding,train,-1.2059530168596595,DLK1,100726904,chr14,+,-3.8847003559744526,-2.51704848663269,-3.7312063248775216
ENSG00000171462,protein_coding,train,-0.4806697107969451,DLK2,43455566,chr6,-,-0.3221084430394677,1.2289110200239846,-0.1814766179337017
ENSG00000198719,protein_coding,train,0.426420134640826,DLL1,170290929,chr6,-,-0.5361683204603512,0.9787813767627344,-0.3440986779354062
ENSG00000090932,protein_coding,train,-0.5469677602807314,DLL3,39498958,chr19,+,-0.5700359564830534,0.9517369799698314,-0.4083205830642629
ENSG00000128917,protein_coding,valid,-0.7858600764376549,DLL4,40929341,chr15,+,0.5342608559316745,1.9830574396224403,0.6736468722545478
ENSG00000119689,protein_coding,valid,1.3382346039102873,DLST,74881953,chr14,+,4.144136127262566,5.625174033686108,4.3255015493345
ENSG00000144355,protein_coding,train,-1.0743380660930348,DLX1,172084794,chr2,+,-5.546245393148302,-4.301870442546109,-5.380821783940931
ENSG00000115844,protein_coding,train,-1.2087189961865876,DLX2,172102909,chr2,-,-4.779917739350753,-3.437525541903675,-4.604717795867766
ENSG00000064195,protein_coding,train,-1.187030002046894,DLX3,49995233,chr17,-,0.6702965041074942,2.1657511840142583,0.8403625186584375
ENSG00000108813,protein_coding,train,-0.9151757192767804,DLX4,49968613,chr17,+,-1.0247366783215064,0.4762261325462324,-0.8079321155203497
ENSG00000105880,protein_coding,valid,-1.2968731616960132,DLX5,97024838,chr7,-,-0.5215976219627267,0.8301741804324106,-0.3879778371919383
ENSG00000006377,protein_coding,train,-1.4267046408819954,DLX6,97005869,chr7,+,-3.362899875943669,-2.023856359953367,-3.2068948519411222
ENSG00000178028,protein_coding,train,0.7530109313657359,DMAP1,44213480,chr1,+,2.9334971025118564,4.408915617126215,3.119737967552256
ENSG00000187908,protein_coding,test,-1.366944343750552,DMBT1,122560757,chr10,+,-3.412731031895675,-1.8804446153047172,-3.193634693877545
ENSG00000197587,protein_coding,train,-1.4468933945211957,DMBX1,46506616,chr1,+,-2.7408179196618128,-1.356975041986563,-2.494109070270043
ENSG00000100206,protein_coding,train,-0.735198781416017,DMC1,38570204,chr22,-,-1.8809758968577253,-0.4369395172361268,-1.6873348264416057
ENSG00000198947,protein_coding,train,0.0783729348248272,DMD,31266986,chrX,-,-1.1446480989180383,0.3025237777356441,-0.9928044985957962
ENSG00000132837,protein_coding,train,-0.9920492028496398,DMGDH,79236030,chr5,-,-2.3040061868901,-0.8873665830147547,-2.1488006614067063
ENSG00000161249,protein_coding,train,0.0340526178055801,DMKN,35510480,chr19,-,3.854494418154876,5.201418224872382,3.99545738329239
ENSG00000152592,protein_coding,train,-1.4632121967076763,DMP1,87650282,chr4,+,-2.953439094242259,-1.5178745359200094,-2.809954113105561
ENSG00000104936,protein_coding,train,1.0204019303455183,DMPK,45782496,chr19,-,1.6930966103857898,3.2074556050730854,1.9234154410762048
ENSG00000137090,protein_coding,test,-1.4632121967076763,DMRT1,841702,chr9,+,-3.695255342281369,-2.129733929604017,-3.5096352500140915
ENSG00000173253,protein_coding,train,-1.3173524906034433,DMRT2,1050363,chr9,+,-5.499809820158018,-4.330610337987164,-5.356975041986564
ENSG00000064218,protein_coding,test,-1.4632121967076763,DMRT3,976685,chr9,+,-3.218934101564037,-1.8401125212694995,-3.0081017984969645
ENSG00000176399,protein_coding,train,-0.7587777763432607,DMRTA1,22447484,chr9,+,-2.362157939675895,-1.0561911686737453,-2.157141816744023
ENSG00000142700,protein_coding,train,-1.3969141472238904,DMRTA2,50423473,chr1,-,-5.254289378011999,-4.037413961643117,-5.137965260044767
ENSG00000143006,protein_coding,train,-1.4632121967076763,DMRTB1,53459902,chr1,+,-6.573466861883327,-5.6152870375779536,-6.493296513199344
ENSG00000184911,protein_coding,train,-1.2568524664058642,DMRTC1B,72776896,chrX,+,-7.643856189774724,-7.643856189774724,-7.643856189774724
ENSG00000142025,protein_coding,train,-1.4632121967076763,DMRTC2,41845058,chr19,+,-7.643856189774724,-7.643856189774724,-7.643856189774724
ENSG00000135164,protein_coding,train,0.924192783747676,DMTF1,87152461,chr7,+,1.9359122870313616,3.379107998884168,2.124030300239116
ENSG00000185800,protein_coding,train,0.9826523909933784,DMWD,45792850,chr19,-,3.033158666780998,4.520208500094188,3.2082050895044474
ENSG00000172869,protein_coding,train,0.4215370621224129,DMXL1,119071456,chr5,+,0.7462267611769378,2.241321574174839,0.951438594231252
ENSG00000104093,protein_coding,train,0.2741023057878348,DMXL2,51622796,chr15,-,-0.043943347587597,1.4028313024491428,0.1518588167270049
ENSG00000138346,protein_coding,train,0.0041442843479492,DNA2,68471978,chr10,-,1.0970039280998882,2.5814476646680373,1.3227357779800957
ENSG00000154099,protein_coding,train,-1.0036087878528,DNAAF1,84145326,chr16,+,-2.355497627581064,-0.8546486144273799,-2.131629303260768
ENSG00000165506,protein_coding,train,0.5379869907234448,DNAAF2,49634023,chr14,-,2.9850996260125755,4.468570284472436,3.203326466404494
ENSG00000114841,protein_coding,train,-0.126406836107881,DNAH1,52317880,chr3,+,-0.3264435760098553,1.1098285653070863,-0.1648843847417823
ENSG00000197653,protein_coding,train,-1.2568524664058642,DNAH10,123762336,chr12,+,-3.377819295779408,-1.954557029238833,-3.2419527181667664
ENSG00000105877,protein_coding,train,-1.2032030722855704,DNAH11,21543067,chr7,+,-3.5311560570253624,-2.137330410731602,-3.327710447481369
ENSG00000174844,protein_coding,train,-1.3747529827988538,DNAH12,57544363,chr3,-,-4.473931188332412,-3.070966521354144,-4.330610337987164
ENSG00000185842,protein_coding,train,-0.8032379944393182,DNAH14,224929707,chr1,+,-1.0104249794190927,0.4158668105232147,-0.8536054509394948
ENSG00000187775,protein_coding,train,-1.219947073286887,DNAH17,78458828,chr17,-,-2.2440015162022933,-0.8044004245500965,-2.052296443946924
ENSG00000183914,protein_coding,train,-1.2724579562691876,DNAH2,7717751,chr17,+,-1.4900508536956891,0.0133550586690672,-1.3197656737367416
ENSG00000158486,protein_coding,train,-1.3261535614376143,DNAH3,21150857,chr16,-,-2.2169205701263883,-0.734323074827831,-2.0057823525940064
ENSG00000039139,protein_coding,train,-1.098999833038237,DNAH5,14011833,chr5,-,-2.3262626851512533,-0.8693326601844931,-2.148161027150656
ENSG00000115423,protein_coding,train,-1.0670798943851223,DNAH6,84516527,chr2,+,-2.4548223653847074,-1.0427539863983155,-2.281386301024516
ENSG00000118997,protein_coding,train,-1.2756416199680445,DNAH7,196068877,chr2,-,-2.787866492466244,-1.398588723255212,-2.613520111403766
ENSG00000124721,protein_coding,train,-1.4289058704029385,DNAH8,38722938,chr6,+,-6.20024953829911,-5.0782590139205,-6.088040034713085
ENSG00000007174,protein_coding,train,-1.3261535614376143,DNAH9,11598489,chr17,+,-4.301870442546109,-2.899695094204315,-4.056491198838264
ENSG00000122735,protein_coding,train,-1.3156117029230645,DNAI1,34458852,chr9,+,-1.6268251092468835,-0.0817664397736886,-1.4599727307424928
ENSG00000171595,protein_coding,train,-1.3887352530502792,DNAI2,74274281,chr17,+,-5.519528054772524,-4.310432456049533,-5.423526234895169
ENSG00000086061,protein_coding,train,1.7191921719244068,DNAJA1,33025281,chr9,+,6.364675728364079,7.865020561209032,6.57484477090396
ENSG00000069345,protein_coding,train,1.2639197293650672,DNAJA2,46973709,chr16,-,3.5860080756506707,5.080704558698437,3.773131292485188
ENSG00000103423,protein_coding,train,1.2211537161253354,DNAJA3,4425886,chr16,+,3.127963378123582,4.584060534426763,3.307953046209074
ENSG00000140403,protein_coding,train,0.4252704820577498,DNAJA4,78264571,chr15,+,1.230510460366176,2.704871964456353,1.369773555863834
ENSG00000132002,protein_coding,train,1.5647700340258202,DNAJB1,14518404,chr19,-,4.584836259381939,6.063936462247317,4.750129457701839
ENSG00000090520,protein_coding,test,0.9377454414616962,DNAJB11,186570746,chr3,+,3.023947254091056,4.5119929511746335,3.187530233799629
ENSG00000148719,protein_coding,train,0.8130502272914589,DNAJB12,72354936,chr10,-,3.539481442308151,5.060600829554118,3.736518289367704
ENSG00000187726,protein_coding,train,-1.2885943457979498,DNAJB13,73951055,chr11,+,0.3069621241404556,1.817950640514116,0.5374451751516316
ENSG00000164031,protein_coding,train,0.3681294830585533,DNAJB14,99946625,chr4,-,0.7635815432544742,2.2440041274779543,0.9302453183146646
ENSG00000135924,protein_coding,train,0.8100302884838549,DNAJB2,219279406,chr2,+,3.1581431035105294,4.616722324318789,3.339536494345184
ENSG00000162616,protein_coding,train,0.640299412533853,DNAJB4,78004951,chr1,+,2.16970056475709,3.674223346675952,2.3602799881003045
ENSG00000137094,protein_coding,train,0.331494067901331,DNAJB5,34989751,chr9,+,1.7833728352200295,3.264341256137457,1.9614381180625564
ENSG00000105993,protein_coding,valid,0.7196520758438941,DNAJB6,157337031,chr7,+,2.677891556960532,4.152451161005236,2.872080136509337
ENSG00000172404,protein_coding,train,-1.458492116862817,DNAJB7,40862119,chr22,-,-4.192315356756893,-2.810966175609983,-3.993091630657823
ENSG00000179407,protein_coding,train,-1.4632121967076763,DNAJB8,128463493,chr3,-,-7.643856189774724,-7.643856189774724,-7.643856189774724
ENSG00000128590,protein_coding,train,0.7634986646375493,DNAJB9,108569930,chr7,+,3.394486703599928,4.897729309842815,3.6076025505111793
ENSG00000136770,protein_coding,train,0.916506755556047,DNAJC1,22003745,chr10,-,2.9995310479028667,4.473728475438254,3.157561176091189
ENSG00000077232,protein_coding,valid,1.14915757445175,DNAJC10,182716322,chr2,+,2.6968840908554546,4.21882765559708,2.861161365753398
ENSG00000007923,protein_coding,train,1.0206165204815474,DNAJC11,6701832,chr1,-,2.891380299663206,4.404548942806168,3.045914705233499
ENSG00000108176,protein_coding,test,-0.0842826609910471,DNAJC12,67838152,chr10,-,-0.5443505726835848,0.8240753562515623,-0.3913799756395075
ENSG00000138246,protein_coding,train,0.7458580055528733,DNAJC13,132417534,chr3,+,2.5342359507477648,4.011880234685516,2.7038094665262458
ENSG00000135392,protein_coding,train,0.8609430625618253,DNAJC14,55829578,chr12,-,1.9172407837780856,3.388960972915525,2.07450543636363
ENSG00000120675,protein_coding,train,1.0252631231950284,DNAJC15,43023638,chr13,+,0.9850631837366376,2.4458591032069936,1.1491943191712055
ENSG00000116138,protein_coding,test,0.4346511166711437,DNAJC16,15526918,chr1,+,1.5888045670155504,3.073494647793388,1.784755228692409
ENSG00000104129,protein_coding,train,0.4621795865062296,DNAJC17,40807485,chr15,-,0.7535189646413754,2.211946682371184,0.9468057061905398
ENSG00000170464,protein_coding,train,0.1973421246006633,DNAJC18,139439531,chr5,-,0.6402507214540181,2.11463354906894,0.8273312706122605
ENSG00000205981,protein_coding,train,0.6653424044758074,DNAJC19,180989776,chr3,-,3.8902131965031623,5.371510074998225,4.055239045524167
ENSG00000105821,protein_coding,train,0.6268879248427783,DNAJC2,103344826,chr7,-,1.9668364911656455,3.448068386897213,2.104336659814736
ENSG00000168724,protein_coding,train,0.6572674686173293,DNAJC21,34929684,chr5,+,2.231063699912273,3.726144574898664,2.4038675842084176
ENSG00000178401,protein_coding,train,-0.7774041642880909,DNAJC22,49346938,chr12,+,1.105074594101117,2.538066292910474,1.2862306058332669
ENSG00000170946,protein_coding,train,0.0169843608149503,DNAJC24,31369879,chr11,+,0.2251515118412728,1.7351755422538104,0.3739543948658027
ENSG00000244115,protein_coding,train,1.229538589433815,DNAJC25-GNG10,111631353,chr9,+,-7.643856189774724,-7.643856189774724,-7.643856189774724
ENSG00000115137,protein_coding,valid,0.0389756401590265,DNAJC27,24971979,chr2,-,0.2182231971547379,1.6474066180219733,0.4013027923491141
ENSG00000177692,protein_coding,train,-0.2448530819644441,DNAJC28,33491753,chr21,-,-1.1262655320314416,0.3221589076293776,-0.9484190793693552
ENSG00000102580,protein_coding,train,0.8921427946441909,DNAJC3,95677162,chr13,+,2.8941580947820973,4.3569044059081765,3.139616834942901
ENSG00000176410,protein_coding,train,0.8170794413512821,DNAJC30,73683459,chr7,-,3.1682729716091416,4.668363109272797,3.3456092721733097
ENSG00000110011,protein_coding,train,0.7995277734304329,DNAJC4,64230572,chr11,+,4.33150458941313,5.814663209710092,4.52336749275042
ENSG00000101152,protein_coding,train,1.1671097774756132,DNAJC5,63895187,chr20,+,4.134360601654644,5.58568366796481,4.29049812924237
ENSG00000147570,protein_coding,train,-1.4223325904808852,DNAJC5B,66021565,chr8,+,-3.251538766995965,-1.8432150924456403,-3.0649174766813383
ENSG00000163793,protein_coding,train,-1.4378143784255997,DNAJC5G,27275450,chr2,+,-6.601211852366231,-5.665660560093073,-6.5328248773859805
ENSG00000116675,protein_coding,train,-0.0835056516272244,DNAJC6,65254472,chr1,+,-0.7614576857208492,0.6989296471541583,-0.5485646695629961
ENSG00000168259,protein_coding,test,1.3906252732951156,DNAJC7,42017466,chr17,-,1.4515935814151573,2.9202551835901542,1.6182856481539154
ENSG00000126698,protein_coding,train,1.5340700419647997,DNAJC8,28233059,chr1,-,5.083898379347959,6.545217799548262,5.268052558871632
ENSG00000213551,protein_coding,train,0.9254129242524932,DNAJC9,73247319,chr10,-,2.21555435487164,3.668856626345463,2.3855138689806243
ENSG00000119661,protein_coding,train,0.0512103345022991,DNAL1,73645027,chr14,+,0.7464847615426021,2.2300185137126256,0.8983244601133749
ENSG00000100246,protein_coding,train,0.5641982439392635,DNAL4,38794180,chr22,-,3.0812373533844637,4.543576305864839,3.2793524281284667
ENSG00000163879,protein_coding,train,0.0969530678285238,DNALI1,37556970,chr1,+,2.897027394472119,4.389181307388236,3.0936784804175748
ENSG00000213918,protein_coding,train,0.2687754117830606,DNASE1,3654815,chr16,+,-0.1112275322575583,1.410829519122241,0.1183597259530572
ENSG00000013563,protein_coding,train,0.7253538352529081,DNASE1L1,154409231,chrX,-,1.1528324046894212,2.6538854887166456,1.3237159285101576
ENSG00000167968,protein_coding,train,-0.7171446912232198,DNASE1L2,2236450,chr16,+,-2.057691943843816,-0.6210445388590936,-1.8119789485830515
ENSG00000163687,protein_coding,train,-1.1226947617112275,DNASE1L3,58210979,chr3,-,-4.356975041986563,-2.99884630538363,-4.181803870978292
ENSG00000105612,protein_coding,train,1.0946838353724104,DNASE2,12881518,chr19,-,4.868746020473292,6.333142824531856,5.04639938275975
ENSG00000137976,protein_coding,train,-1.3948561652083546,DNASE2B,84408461,chr1,+,-4.464345139503215,-3.094187019048235,-4.339345147964772
ENSG00000256453,protein_coding,train,-0.3085853531243067,DND1,140673589,chr5,-,-7.643856189774724,-7.643856189774724,-7.643856189774724
ENSG00000187957,protein_coding,train,-0.3569268321653998,DNER,229714586,chr2,-,-3.089267338097087,-1.6542630048359568,-2.931260409327695
ENSG00000179532,protein_coding,valid,-0.1298185195743698,DNHD1,6497301,chr11,+,-0.7971121665298566,0.6064422281316076,-0.667492554041963
ENSG00000213221,protein_coding,train,0.1098664803580395,DNLZ,136363749,chr9,-,-3.8059129478836975,-2.4004917640810643,-3.631287516271669
ENSG00000106976,protein_coding,train,0.0005812732533067,DNM1,128203386,chr9,+,1.3988975712024732,2.812272305219075,1.6147569517556064
ENSG00000087470,protein_coding,train,1.0536991751196207,DNM1L,32679329,chr12,+,3.453056580636439,4.913061730979932,3.6227195521541775
ENSG00000079805,protein_coding,train,1.2452008674182984,DNM2,10718103,chr19,+,3.811429927521503,5.337932259874359,4.008935017192817
ENSG00000197959,protein_coding,train,-0.7074038128004237,DNM3,171841509,chr1,+,-1.0929555251272016,0.2832106179845307,-0.9143034193207538
ENSG00000107554,protein_coding,test,0.6071494504415683,DNMBP,100009959,chr10,-,0.8162310503421077,2.257795134383369,1.0128546813427968
ENSG00000130816,protein_coding,train,1.1268008662731273,DNMT1,10194970,chr19,-,2.5135665419353885,3.981953090587532,2.687351886209598
ENSG00000119772,protein_coding,train,0.5189336620660193,DNMT3A,25341938,chr2,-,2.3936907641874536,3.9234915065095337,2.5869568497541198
ENSG00000088305,protein_coding,train,-0.1312473282165045,DNMT3B,32762394,chr20,+,1.4821771060194262,2.984607577600957,1.6841005768559767
ENSG00000142182,protein_coding,train,-1.440067893877767,DNMT3L,44261938,chr21,-,-6.321928094887362,-5.321928094887363,-6.23242994404826
ENSG00000123992,protein_coding,train,0.9886570801665402,DNPEP,219387944,chr2,-,3.7144763304081376,5.214824218513575,3.882555017826154
ENSG00000107447,protein_coding,train,-1.4632121967076763,DNTT,96304480,chr10,+,-7.643856189774724,-7.643856189774724,-7.643856189774724
ENSG00000101457,protein_coding,train,1.039542637430294,DNTTIP1,45791977,chr20,+,4.702812663550287,6.190790643391926,4.894609224247587
ENSG00000067334,protein_coding,train,0.9000352351295254,DNTTIP2,93879192,chr1,-,2.7396321142206115,4.189864084230108,2.9094659108177807
ENSG00000149927,protein_coding,train,-0.2824892531908642,DOC2A,30011032,chr16,-,-1.924672749292935,-0.4707287562940684,-1.752437002928646
ENSG00000150760,protein_coding,train,0.8737390485208079,DOCK1,126905460,chr10,+,2.270558842486229,3.718230092389408,2.4740206326522025
ENSG00000135905,protein_coding,train,-0.2150799799468832,DOCK10,225042488,chr2,-,-0.695488958190047,0.7448499794516567,-0.5036910551752718
ENSG00000147251,protein_coding,train,0.3066879589088729,DOCK11,118495883,chrX,+,0.1604039258600136,1.5949784277295682,0.3552418439308825
ENSG00000134516,protein_coding,train,-0.6743547946054271,DOCK2,169637299,chr5,+,-0.7207070093024159,0.7750926941191038,-0.54877569787331
ENSG00000088538,protein_coding,train,-0.5160308532908636,DOCK3,50675205,chr3,+,-1.1762506396917274,0.2605074778047547,-1.022097333064992
ENSG00000128512,protein_coding,train,0.0944699447354835,DOCK4,112206416,chr7,-,0.1774713644449506,1.6526929891713025,0.3918776772778659
ENSG00000147459,protein_coding,test,0.2340378733489124,DOCK5,25184724,chr8,+,-0.1446480989180383,1.3340533441555205,0.0087737070660161
ENSG00000130158,protein_coding,valid,0.7346225108795735,DOCK6,11262533,chr19,-,1.2454348140023117,2.70376517879341,1.4240083607172562
ENSG00000116641,protein_coding,train,0.5097979403182222,DOCK7,62688439,chr1,-,0.4692608466159981,1.934478758906883,0.6351507240326342
ENSG00000107099,protein_coding,train,-0.3473526039210169,DOCK8,214874,chr9,+,-0.0427539863983156,1.4343480006925688,0.1797658083581493
ENSG00000088387,protein_coding,test,0.5674571337522947,DOCK9,98978094,chr13,-,1.613908778796663,3.109895410901487,1.79917021719962
ENSG00000129932,protein_coding,train,0.6602172848975926,DOHH,3500698,chr19,-,2.277895505671178,3.79378146095712,2.4622879484709035
ENSG00000115325,protein_coding,train,0.3032077327333152,DOK1,74554771,chr2,+,2.319762427669248,3.785351762077748,2.4567535910767355
ENSG00000147443,protein_coding,train,-1.1439914902072734,DOK2,21913697,chr8,-,1.1394040058065786,2.5951933187948506,1.3278023153765297
ENSG00000146094,protein_coding,train,-0.1938748862332497,DOK3,177510418,chr5,-,0.8555113765744017,2.2994791279803835,1.0040339012844897
ENSG00000125170,protein_coding,test,0.8799419852744229,DOK4,57486500,chr16,-,2.1983369887562123,3.6437869387507247,2.3712242858384576
ENSG00000101134,protein_coding,train,-0.2496040719381587,DOK5,54475740,chr20,+,4.524909932356598,6.057192470307722,4.70246361973434
ENSG00000206052,protein_coding,train,-0.6523895693718466,DOK6,69400920,chr18,+,-3.417347659966045,-1.949533129649338,-3.227016447861896
ENSG00000175920,protein_coding,train,-0.9842082952315117,DOK7,3463323,chr4,+,3.0889726375376667,4.60531653431967,3.279605009894346
ENSG00000175283,protein_coding,train,0.7984404284441976,DOLK,128947640,chr9,-,3.3686566162029736,4.857627740338056,3.5748160163275022
ENSG00000167130,protein_coding,test,0.8325249526486135,DOLPP1,129081134,chr9,+,2.988575628536901,4.444488176406682,3.1521671906730986
ENSG00000159147,protein_coding,train,0.6385517978140602,DONSON,33588718,chr21,-,1.6816741417928334,3.151745188655564,1.8707395249889391
ENSG00000104885,protein_coding,train,0.7090620769996491,DOT1L,2163970,chr19,+,1.4903134003021146,2.9501137624669926,1.6712480752228742
ENSG00000172269,protein_coding,train,0.7663976015027154,DPAGT1,119101861,chr11,-,3.503157889867816,4.981249882621919,3.6394174091458966
ENSG00000166171,protein_coding,train,0.5287873835373049,DPCD,101588335,chr10,+,4.010582931452193,5.503879788367695,4.183780263949385
ENSG00000015413,protein_coding,train,-1.1078874768223916,DPEP1,89630280,chr16,+,-1.6547171824064917,-0.2270164478618954,-1.5137490111158916
ENSG00000167261,protein_coding,train,-1.0629816908340468,DPEP2,67999495,chr16,-,-1.5994620704162712,-0.1454457409137473,-1.4096614668209126
ENSG00000141096,protein_coding,train,-1.32438023559466,DPEP3,67980520,chr16,-,-2.5487756978733103,-0.949811776688522,-2.3104324560495333
ENSG00000011332,protein_coding,train,-0.6228492490519313,DPF1,38229708,chr19,-,-1.2463954637200048,0.2613502790209806,-1.0898813815372526
ENSG00000133884,protein_coding,train,0.8763120864553039,DPF2,65333888,chr11,+,3.287487070699292,4.751228037444954,3.4408060612965303
ENSG00000205683,protein_coding,train,-0.7802060868499656,DPF3,72894109,chr14,-,-1.3707133304666423,0.1171630754657591,-1.1752728727678972
ENSG00000108963,protein_coding,train,1.358105334929782,DPH1,2030163,chr17,+,1.4809371889876406,2.9239858340939104,1.707568963372197
ENSG00000132768,protein_coding,train,0.8622312570952894,DPH2,43970025,chr1,+,3.599079705564855,5.058952838337693,3.790490559782653
ENSG00000154813,protein_coding,test,0.8650250013896903,DPH3,16264984,chr3,-,2.5229596619872203,4.027251384122264,2.68140428581283
ENSG00000117543,protein_coding,train,0.7949806334945972,DPH5,101025799,chr1,-,3.178937680041712,4.633564894677125,3.3237447463886287
ENSG00000000419,protein_coding,train,1.4051973498071817,DPM1,50958540,chr20,-,5.477703228500504,6.963690280835851,5.65944510222473
ENSG00000136908,protein_coding,train,0.93164970729079,DPM2,127937881,chr9,-,4.536009369991749,6.024175597551501,4.746973760620654
ENSG00000179085,protein_coding,train,1.159147764345108,DPM3,155140556,chr1,-,5.967300049142765,7.445133237217623,6.112581293147764
ENSG00000175497,protein_coding,train,-1.2004689776241255,DPP10,115162205,chr2,+,-4.037413961643117,-2.7169079418249527,-3.882570916413106
ENSG00000254986,protein_coding,valid,0.9291158517196948,DPP3,66480445,chr11,+,4.034066013871973,5.480265122054464,4.197118380047158
ENSG00000197635,protein_coding,train,-0.0145036425368148,DPP4,162074103,chr2,-,-1.8104600556114967,-0.4353779475630193,-1.6971253296344149
ENSG00000130226,protein_coding,test,-1.2358328963283274,DPP6,154305194,chr7,+,-3.514573172829758,-2.1303654441866064,-3.383830533813269
ENSG00000176978,protein_coding,train,1.4153487478796247,DPP7,137114757,chr9,-,5.109084699101858,6.585058677184702,5.275845146950131
ENSG00000074603,protein_coding,train,0.5782253306287017,DPP8,65517697,chr15,-,1.7475163018648463,3.214560035613921,1.94766615679601
ENSG00000142002,protein_coding,train,1.1033805492936766,DPP9,4723851,chr19,-,2.6905511895366416,4.17291949127236,2.8500792958057977
ENSG00000163530,protein_coding,train,-1.4632121967076763,DPPA2,109316523,chr3,-,-5.665660560093073,-4.405069330187608,-5.553002759323611
ENSG00000187569,protein_coding,train,-1.4632121967076763,DPPA3,7711442,chr12,+,-7.643856189774724,-7.643856189774724,-7.643856189774724
ENSG00000121570,protein_coding,test,-1.3535810907547805,DPPA4,109337537,chr3,-,-6.068543859087288,-4.925768605814208,-5.956795501434833
ENSG00000203909,protein_coding,train,-1.4632121967076763,DPPA5,73354283,chr6,-,-7.643856189774724,-7.643856189774724,-7.643856189774724
ENSG00000143196,protein_coding,test,-1.3887352530502792,DPT,168729213,chr1,-,-2.5022599113909068,-1.2009126939259964,-2.340806105093052
ENSG00000173852,protein_coding,train,0.7227835166311306,DPY19L1,34930933,chr7,-,1.7672310370238755,3.2334739619951014,1.9569859246125765
ENSG00000177990,protein_coding,train,-0.5300846932633894,DPY19L2,63668499,chr12,-,-1.7321646079023851,-0.2525696316635398,-1.5067625807997846
ENSG00000178904,protein_coding,train,0.744324013369708,DPY19L3,32405783,chr19,+,1.436748181546008,2.913971251045389,1.6492015588878606
ENSG00000156162,protein_coding,train,0.5514433224491123,DPY19L4,94719931,chr8,+,2.2714256760929348,3.7773881521067674,2.4286248170122158
ENSG00000162961,protein_coding,train,1.1313992632919314,DPY30,32039832,chr2,-,4.680746300314991,6.135101815677326,4.84712501489061
ENSG00000188641,protein_coding,train,0.2442621985861319,DPYD,97921041,chr1,-,0.4106667326576521,1.8396774686980744,0.6631168673661029
ENSG00000147647,protein_coding,valid,-1.3190996900392886,DPYS,104467061,chr8,-,-4.895394956770689,-3.558091635996411,-4.725469955328377
ENSG00000092964,protein_coding,train,1.1982235378968085,DPYSL2,26577978,chr8,+,3.222680931494572,4.710828469923089,3.4243174803758043
ENSG00000113657,protein_coding,train,0.901821858215319,DPYSL3,147453698,chr5,-,5.067466629436633,6.551340668769008,5.275729704385372
ENSG00000151640,protein_coding,train,0.1931721798319519,DPYSL4,132186967,chr10,+,-0.6608626150804147,0.8005789777983683,-0.4902534936343452
ENSG00000157851,protein_coding,train,-1.4052365380666896,DPYSL5,26848159,chr2,+,-4.895394956770689,-3.582079992188035,-4.714065192056128
ENSG00000144045,protein_coding,train,-0.9756455336604186,DQX1,74526246,chr2,-,-3.1354275372428675,-1.6989977439671855,-2.978236025708344
ENSG00000117505,protein_coding,train,1.0578708781838468,DR1,93345991,chr1,+,2.618872926020221,4.093982646820687,2.791376508844205
ENSG00000136048,protein_coding,train,0.570628618752171,DRAM1,101877708,chr12,+,1.982984450902356,3.414825587882089,2.234225385646896
ENSG00000156171,protein_coding,train,1.0109140768059344,DRAM2,111140112,chr1,-,3.884763962996599,5.340679759149288,4.019657441036947
ENSG00000175550,protein_coding,train,1.4386015564255297,DRAP1,65919475,chr11,+,5.762502964211084,7.255090904231612,5.967016397021544
ENSG00000184845,protein_coding,test,-1.4052365380666896,DRD1,175444187,chr5,-,-5.9213901653036345,-4.832385159244889,-5.828280760912151
ENSG00000149295,protein_coding,train,-1.2373037939736886,DRD2,113475403,chr11,-,-1.6799197376302393,-0.1123187706570078,-1.5145731728297585
ENSG00000151577,protein_coding,test,-1.4632121967076763,DRD3,114178907,chr3,-,-7.643856189774724,-7.643856189774724,-7.643856189774724
ENSG00000069696,protein_coding,train,-0.5863715734889636,DRD4,637307,chr11,+,1.355185452309679,2.724148187614317,1.5350078115983383
ENSG00000169676,protein_coding,train,-1.440067893877767,DRD5,9781640,chr4,+,-4.673002535434241,-3.351074440546878,-4.483581358366132
ENSG00000185721,protein_coding,train,1.2520758864867978,DRG1,31399631,chr22,+,4.699990193121781,6.212010906249697,4.89997314687698
ENSG00000108591,protein_coding,train,0.8486816718580803,DRG2,18088006,chr17,+,1.4145685471817109,2.886530638131706,1.5858278581644094
ENSG00000165606,protein_coding,train,-1.4538185410237352,DRGX,49396096,chr10,-,-6.643856189774724,-5.673002535434241,-6.546245393148302
ENSG00000113360,protein_coding,train,0.8741688585556058,DROSHA,31532114,chr5,-,3.368041930594768,4.860525852262194,3.4925326059436825
ENSG00000102385,protein_coding,valid,-0.9311286178737876,DRP2,101220033,chrX,+,-3.136695840657201,-1.7050999282824295,-3.011587974275212
ENSG00000134765,protein_coding,train,-1.4491905617733891,DSC1,31162733,chr18,-,-3.494922085248385,-1.9590374522215024,-3.3090019204430923
ENSG00000134755,protein_coding,train,0.4601684356315503,DSC2,31102102,chr18,-,2.508048278568001,4.012666995093435,2.692293278349442
