gene_id,gene_type,genomic_strand,split,labels,gene_name
ENSG00000059122,protein_coding,+,train,0.8351069906276332,FLYWCH1
ENSG00000162076,protein_coding,+,train,0.9589656985647622,FLYWCH2
ENSG00000248905,protein_coding,-,train,-0.6558363718977906,FMN1
ENSG00000155816,protein_coding,+,train,-1.011779854946186,FMN2
ENSG00000184922,protein_coding,+,train,0.28707471158602815,FMNL1
ENSG00000157827,protein_coding,+,train,0.8399892518588074,FMNL2
ENSG00000161791,protein_coding,-,train,0.4980207437911987,FMNL3
ENSG00000010932,protein_coding,+,test,-1.365012104376058,FMO1
ENSG00000094963,protein_coding,+,train,-1.4073401517604434,FMO2
ENSG00000007933,protein_coding,+,train,-1.382692316418072,FMO3
ENSG00000076258,protein_coding,+,train,-0.11895851307657118,FMO4
ENSG00000131781,protein_coding,-,train,-0.724583904489785,FMO5
ENSG00000122176,protein_coding,-,train,-0.52349619692694,FMOD
ENSG00000102081,protein_coding,+,train,0.8814166671938126,FMR1
ENSG00000176988,protein_coding,+,train,-1.4311173621032574,FMR1NB
ENSG00000115414,protein_coding,-,train,1.4397921802103053,FN1
ENSG00000167363,protein_coding,+,train,0.09089992517184166,FN3K
ENSG00000141560,protein_coding,+,train,1.0638415927415648,FN3KRP
ENSG00000187239,protein_coding,-,train,0.7919043711000412,FNBP1
ENSG00000137942,protein_coding,+,test,0.8670528739021063,FNBP1L
ENSG00000109920,protein_coding,-,train,1.0212218985629256,FNBP4
ENSG00000164694,protein_coding,+,train,-1.0609457902387665,FNDC1
ENSG00000102531,protein_coding,+,valid,1.026486258632982,FNDC3A
ENSG00000075420,protein_coding,+,train,0.6361737440579768,FNDC3B
ENSG00000115226,protein_coding,-,train,0.6003117059318779,FNDC4
ENSG00000160097,protein_coding,-,train,-0.5848798612202153,FNDC5
ENSG00000143107,protein_coding,+,train,-1.37672539358469,FNDC7
ENSG00000073598,protein_coding,+,train,-1.3688844859665616,FNDC8
ENSG00000172568,protein_coding,-,train,-1.3948561652083546,FNDC9
ENSG00000217128,protein_coding,-,train,0.5102792839521684,FNIP1
ENSG00000052795,protein_coding,+,test,0.3677797859468434,FNIP2
ENSG00000168522,protein_coding,+,train,0.7798573010774936,FNTA
ENSG00000257365,protein_coding,+,train,0.6922412639599835,FNTB
ENSG00000110195,protein_coding,+,train,-0.9597902000101329,FOLR1
ENSG00000165457,protein_coding,+,train,-1.3442612603158017,FOLR2
ENSG00000110203,protein_coding,+,train,-1.2885943457979498,FOLR3
ENSG00000170345,protein_coding,+,train,1.499969426498729,FOS
ENSG00000125740,protein_coding,+,train,0.43750717632023484,FOSB
ENSG00000175592,protein_coding,-,train,0.5006339094453652,FOSL1
ENSG00000075426,protein_coding,+,train,1.1204631878591333,FOSL2
ENSG00000129514,protein_coding,-,train,-1.2853228562067485,FOXA1
ENSG00000125798,protein_coding,-,train,-1.3867123753129031,FOXA2
ENSG00000170608,protein_coding,+,train,-1.0459488370110366,FOXA3
ENSG00000171956,protein_coding,+,train,-1.4223325904808852,FOXB1
ENSG00000054598,protein_coding,+,train,-0.09795707445094497,FOXC1
ENSG00000176692,protein_coding,+,valid,-0.9280483206180472,FOXC2
ENSG00000186564,protein_coding,+,train,-1.2018340551432876,FOXD2
ENSG00000187140,protein_coding,+,train,-1.2692955171527367,FOXD3
ENSG00000178919,protein_coding,+,train,-1.3969141472238904,FOXE1
ENSG00000186790,protein_coding,+,test,-1.3333139103797556,FOXE3
ENSG00000103241,protein_coding,+,train,-0.9381333013364969,FOXF1
ENSG00000137273,protein_coding,+,train,-0.8490400954444878,FOXF2
ENSG00000176165,protein_coding,+,train,-1.378706039930046,FOXG1
ENSG00000160973,protein_coding,-,train,-0.5125015808622473,FOXH1
ENSG00000168269,protein_coding,+,train,-1.458492116862817,FOXI1
ENSG00000186766,protein_coding,+,train,-1.4446072979975124,FOXI2
ENSG00000129654,protein_coding,-,train,-0.9747976976696578,FOXJ1
ENSG00000065970,protein_coding,+,train,0.6435519513921435,FOXJ2
ENSG00000198815,protein_coding,-,train,0.9483272658421605,FOXJ3
ENSG00000164916,protein_coding,+,train,0.5458456381147774,FOXK1
ENSG00000141568,protein_coding,+,train,1.0219271979226496,FOXK2
ENSG00000176678,protein_coding,+,train,-0.660180395941811,FOXL1
ENSG00000183770,protein_coding,-,train,-1.2952057993095742,FOXL2
ENSG00000111206,protein_coding,-,train,0.6629343238376897,FOXM1
ENSG00000109101,protein_coding,+,train,-1.4491905617733891,FOXN1
ENSG00000170802,protein_coding,+,train,0.6596503964351006,FOXN2
ENSG00000053254,protein_coding,-,train,0.8809594976992029,FOXN3
ENSG00000139445,protein_coding,-,valid,-1.4031422118808519,FOXN4
ENSG00000150907,protein_coding,-,train,0.608144082800648,FOXO1
ENSG00000118689,protein_coding,+,train,0.9272756834695302,FOXO3
ENSG00000184481,protein_coding,+,train,0.6048508185271462,FOXO4
ENSG00000204060,protein_coding,+,train,-0.5566915232226372,FOXO6
ENSG00000114861,protein_coding,-,train,0.5527309749435367,FOXP1
ENSG00000128573,protein_coding,+,train,-0.9573344700534222,FOXP2
ENSG00000049768,protein_coding,-,train,-0.857563798774704,FOXP3
ENSG00000137166,protein_coding,+,train,0.7427850444856291,FOXP4
ENSG00000164379,protein_coding,+,train,-0.77019568725042,FOXQ1
ENSG00000176302,protein_coding,+,train,-1.4632121967076765,FOXR1
ENSG00000110074,protein_coding,+,train,0.5757495710174962,FOXRED1
ENSG00000100350,protein_coding,-,train,0.39549023621308277,FOXRED2
ENSG00000179772,protein_coding,-,train,-0.9484373546531093,FOXS1
ENSG00000136877,protein_coding,+,test,1.0488250016637544,FPGS
ENSG00000259030,protein_coding,+,train,-0.5950411628667404,FPGT-TNNI3K
ENSG00000171051,protein_coding,-,train,-0.5244786566027085,FPR1
ENSG00000171049,protein_coding,+,train,-1.338756005752974,FPR2
ENSG00000187474,protein_coding,+,train,-1.3479672487791965,FPR3
ENSG00000148690,protein_coding,-,train,0.26883698152947094,FRA10AC1
ENSG00000138759,protein_coding,+,train,-0.34196714463279565,FRAS1
ENSG00000165879,protein_coding,+,valid,0.046511683352959826,FRAT1
ENSG00000181274,protein_coding,-,train,0.5822807046625992,FRAT2
ENSG00000164946,protein_coding,-,train,-0.8200526599986394,FREM1
ENSG00000150893,protein_coding,+,train,-1.0870450074042022,FREM2
ENSG00000183090,protein_coding,-,train,-1.4378143784255997,FREM3
ENSG00000109536,protein_coding,+,train,1.0123930697949886,FRG1
ENSG00000172969,protein_coding,+,train,-1.4632121967076765,FRG2C
ENSG00000111816,protein_coding,-,train,-0.5228423524256932,FRK
ENSG00000153303,protein_coding,-,train,-1.4245135787391872,FRMD1
ENSG00000172159,protein_coding,-,train,-0.41256865914618673,FRMD3
ENSG00000151474,protein_coding,-,train,0.3482945081724277,FRMD4A
ENSG00000114541,protein_coding,-,train,0.19905695379956023,FRMD4B
ENSG00000171877,protein_coding,-,valid,-0.3302865090118604,FRMD5
ENSG00000139926,protein_coding,+,train,0.25414380479487714,FRMD6
ENSG00000165694,protein_coding,-,train,-1.4073401517604434,FRMD7
ENSG00000126391,protein_coding,+,train,0.8615081812593033,FRMD8
ENSG00000070601,protein_coding,+,train,-1.2935442770835617,FRMPD1
ENSG00000170324,protein_coding,-,train,-1.3708325959347623,FRMPD2
ENSG00000169933,protein_coding,+,train,-1.2836955334768432,FRMPD4
ENSG00000156869,protein_coding,-,train,-0.1278253901271972,FRRS1
ENSG00000166225,protein_coding,+,train,0.6683221551812719,FRS2
ENSG00000137218,protein_coding,-,train,0.19208775328968083,FRS3
ENSG00000073910,protein_coding,+,valid,0.12226997355492025,FRY
ENSG00000075539,protein_coding,-,train,0.48559295908804667,FRYL
ENSG00000162998,protein_coding,-,valid,-0.20377501830989894,FRZB
ENSG00000189139,protein_coding,-,valid,-1.4632121967076765,FSCB
ENSG00000075618,protein_coding,+,valid,1.435501349223126,FSCN1
ENSG00000186765,protein_coding,+,train,-0.8262053287499019,FSCN2
ENSG00000106328,protein_coding,+,train,0.5660773078162284,FSCN3
ENSG00000105255,protein_coding,+,train,-0.0814398275215648,FSD1
ENSG00000106701,protein_coding,+,train,-0.21507997994688322,FSD1L
ENSG00000186628,protein_coding,-,train,-1.3969141472238904,FSD2
ENSG00000131808,protein_coding,+,train,-1.4632121967076765,FSHB
ENSG00000170820,protein_coding,-,train,-1.4632121967076765,FSHR
ENSG00000150667,protein_coding,-,train,-0.9048309206140117,FSIP1
ENSG00000188738,protein_coding,+,train,-1.2213694554936931,FSIP2
ENSG00000134363,protein_coding,+,train,0.23522891233282148,FST
ENSG00000163430,protein_coding,-,train,1.191255633771187,FSTL1
ENSG00000070404,protein_coding,+,train,0.9528472127781356,FSTL3
ENSG00000053108,protein_coding,-,train,-0.9468374741802278,FSTL4
ENSG00000168843,protein_coding,-,train,-1.3173524906034433,FSTL5
ENSG00000160282,protein_coding,-,train,-0.8237346767557073,FTCD
ENSG00000167996,protein_coding,-,train,2.65986342070354,FTH1
ENSG00000132446,protein_coding,-,train,-1.4632121967076765,FTHL17
ENSG00000087086,protein_coding,+,train,3.167820616102878,FTL
ENSG00000181867,protein_coding,+,train,-1.4632121967076765,FTMT
ENSG00000140718,protein_coding,+,train,0.49205910879152054,FTO
ENSG00000068438,protein_coding,+,train,1.0623530555306,FTSJ1
ENSG00000108592,protein_coding,-,train,1.1175504526114466,FTSJ3
ENSG00000162613,protein_coding,-,train,1.2929653722925585,FUBP1
ENSG00000107164,protein_coding,+,train,0.9384812972932162,FUBP3
ENSG00000179163,protein_coding,-,train,0.652163648565752,FUCA1
ENSG00000001036,protein_coding,-,train,1.2148606224861722,FUCA2
ENSG00000069509,protein_coding,-,train,0.8015948976114338,FUNDC1
ENSG00000165775,protein_coding,+,test,0.4834047846815396,FUNDC2
ENSG00000140564,protein_coding,+,train,1.334472569478026,FURIN
ENSG00000089280,protein_coding,+,train,1.7821463580332124,FUS
ENSG00000174951,protein_coding,-,train,-0.28013313521519634,FUT1
ENSG00000172728,protein_coding,-,train,0.07551280996318258,FUT10
ENSG00000196968,protein_coding,+,train,0.4585616072995218,FUT11
ENSG00000176920,protein_coding,+,train,-1.0314115162012731,FUT2
ENSG00000171124,protein_coding,-,train,-1.1550094745377186,FUT3
ENSG00000196371,protein_coding,+,train,0.08964404366147168,FUT4
ENSG00000130383,protein_coding,-,train,1.3065435795654055,FUT5
ENSG00000156413,protein_coding,-,train,-1.3907667941020359,FUT6
ENSG00000180549,protein_coding,-,train,-1.3517024185544781,FUT7
ENSG00000033170,protein_coding,+,train,0.4867999435638326,FUT8
ENSG00000172461,protein_coding,+,train,-1.4632121967076765,FUT9
ENSG00000010361,protein_coding,-,valid,0.5732608223174526,FUZ
ENSG00000165060,protein_coding,+,train,0.473191092897722,FXN
ENSG00000114416,protein_coding,+,train,1.2167840392922218,FXR1
ENSG00000129245,protein_coding,-,train,1.1430842825677727,FXR2
ENSG00000137731,protein_coding,-,train,-0.7658135395917705,FXYD2
ENSG00000089356,protein_coding,+,train,-0.8182223138928333,FXYD3
ENSG00000150201,protein_coding,+,train,-1.4137075508612182,FXYD4
ENSG00000089327,protein_coding,+,valid,1.18055848599238,FXYD5
ENSG00000137726,protein_coding,-,train,0.6885451645616233,FXYD6
ENSG00000221946,protein_coding,+,train,-0.9373498757074751,FXYD7
ENSG00000163820,protein_coding,-,train,0.6171213459322255,FYCO1
ENSG00000010810,protein_coding,-,train,0.7582398996491976,FYN
ENSG00000122068,protein_coding,+,train,1.1070444261741637,FYTTD1
ENSG00000157240,protein_coding,+,train,0.43134087714307967,FZD1
ENSG00000111432,protein_coding,+,train,-0.8925653097058762,FZD10
ENSG00000180340,protein_coding,+,train,0.3462593914365554,FZD2
ENSG00000104290,protein_coding,+,train,-0.04511840071256833,FZD3
ENSG00000174804,protein_coding,-,train,0.31508300579061105,FZD4
ENSG00000163251,protein_coding,-,train,0.0048966462987686836,FZD5
ENSG00000164930,protein_coding,+,train,0.6985538541248278,FZD6
ENSG00000155760,protein_coding,+,train,0.5876868921985875,FZD7
ENSG00000177283,protein_coding,-,train,0.31329252813558495,FZD8
ENSG00000188763,protein_coding,+,train,-0.5666187876837543,FZD9
ENSG00000105325,protein_coding,+,train,1.0999658150439253,FZR1
ENSG00000123689,protein_coding,+,train,0.6451977430828809,G0S2
ENSG00000092140,protein_coding,+,test,0.3115515343590019,G2E3
ENSG00000145907,protein_coding,+,train,1.0802818225746043,G3BP1
ENSG00000138757,protein_coding,-,train,1.3350582926375403,G3BP2
ENSG00000152254,protein_coding,+,train,-1.4632121967076765,G6PC2
ENSG00000141349,protein_coding,+,train,1.468709524022619,G6PC3
ENSG00000160211,protein_coding,-,train,1.1338111035770488,G6PD
ENSG00000171298,protein_coding,+,train,1.1095202142279081,GAA
ENSG00000109458,protein_coding,+,train,0.2947145365768519,GAB1
ENSG00000033327,protein_coding,-,train,0.5718977993749327,GAB2
ENSG00000160219,protein_coding,-,train,-0.41256865914618673,GAB3
ENSG00000215568,protein_coding,-,train,-1.4632121967076765,GAB4
ENSG00000170296,protein_coding,-,train,2.1813734984391346,GABARAP
ENSG00000139112,protein_coding,+,train,1.0676740707836005,GABARAPL1
ENSG00000034713,protein_coding,+,test,1.7246791383967306,GABARAPL2
ENSG00000204681,protein_coding,-,train,0.8013745659188387,GABBR1
ENSG00000136928,protein_coding,-,train,-1.1923599919482541,GABBR2
ENSG00000154727,protein_coding,+,train,0.6541079348408048,GABPA
ENSG00000104064,protein_coding,-,train,0.654408450600334,GABPB1
ENSG00000143458,protein_coding,+,valid,0.13099396610588435,GABPB2
ENSG00000022355,protein_coding,+,train,-1.4538185410237352,GABRA1
ENSG00000151834,protein_coding,-,train,-1.2968731616960132,GABRA2
ENSG00000011677,protein_coding,-,train,-1.3424190672799516,GABRA3
ENSG00000109158,protein_coding,-,train,-1.4137075508612182,GABRA4
ENSG00000186297,protein_coding,+,train,-1.366944343750552,GABRA5
ENSG00000145863,protein_coding,+,train,-1.4632121967076765,GABRA6
ENSG00000163288,protein_coding,+,valid,-1.366944343750552,GABRB1
ENSG00000145864,protein_coding,-,train,-1.2869557807471126,GABRB2
ENSG00000166206,protein_coding,-,train,-0.7757309205406713,GABRB3
ENSG00000187730,protein_coding,+,train,-1.2045760518563653,GABRD
ENSG00000102287,protein_coding,-,train,-0.17014775483689915,GABRE
ENSG00000163285,protein_coding,-,train,-1.4538185410237352,GABRG1
ENSG00000113327,protein_coding,+,train,-1.4378143784255997,GABRG2
ENSG00000182256,protein_coding,+,train,-1.4468933945211957,GABRG3
ENSG00000094755,protein_coding,+,train,-1.2018340551432876,GABRP
ENSG00000146276,protein_coding,-,train,-1.4378143784255997,GABRR1
ENSG00000111886,protein_coding,-,train,-0.9121969709609632,GABRR2
ENSG00000128683,protein_coding,+,train,-1.1500809719124268,GAD1
ENSG00000136750,protein_coding,+,train,-1.4632121967076765,GAD2
ENSG00000116717,protein_coding,+,valid,1.1395814026093856,GADD45A
ENSG00000099860,protein_coding,+,train,1.3609590887717116,GADD45B
ENSG00000130222,protein_coding,+,train,0.36472146422461843,GADD45G
ENSG00000179271,protein_coding,-,train,1.6975024669816663,GADD45GIP1
ENSG00000144644,protein_coding,-,train,-1.440067893877767,GADL1
ENSG00000178950,protein_coding,-,train,0.6677383223561246,GAK
ENSG00000069482,protein_coding,+,train,-0.27410011546450797,GAL
ENSG00000128242,protein_coding,-,train,-0.7571688518707649,GAL3ST1
ENSG00000154252,protein_coding,+,train,-1.2417440520777001,GAL3ST2
ENSG00000175229,protein_coding,-,train,-1.307002317592997,GAL3ST3
ENSG00000197093,protein_coding,-,train,0.2321791814808988,GAL3ST4
ENSG00000054983,protein_coding,-,train,0.4741105971713626,GALC
ENSG00000117308,protein_coding,-,train,0.6377604371029127,GALE
ENSG00000108479,protein_coding,-,train,0.7936384955350682,GALK1
ENSG00000156958,protein_coding,+,train,0.3344519626482278,GALK2
ENSG00000143891,protein_coding,+,train,0.6074209207058665,GALM
ENSG00000141012,protein_coding,-,train,0.8138510068344867,GALNS
ENSG00000141429,protein_coding,+,train,1.2530123939802467,GALNT1
ENSG00000164574,protein_coding,+,train,0.6003423150050002,GALNT10
ENSG00000178234,protein_coding,+,train,0.5832336260568819,GALNT11
ENSG00000119514,protein_coding,+,train,0.12335882958825924,GALNT12
ENSG00000144278,protein_coding,+,train,-1.1090102326377826,GALNT13
ENSG00000158089,protein_coding,-,train,-0.4570559306498379,GALNT14
ENSG00000143641,protein_coding,+,train,1.0994851434128257,GALNT2
ENSG00000115339,protein_coding,-,train,0.00468180747691177,GALNT3
ENSG00000257594,protein_coding,-,train,0.1794725034981516,GALNT4
ENSG00000136542,protein_coding,+,train,-0.857563798774704,GALNT5
ENSG00000139629,protein_coding,-,train,0.1564768342619856,GALNT6
ENSG00000109586,protein_coding,+,train,0.6339833388879522,GALNT7
ENSG00000130035,protein_coding,+,train,-0.8932781033945424,GALNT8
ENSG00000182870,protein_coding,-,train,-1.249238111738258,GALNT9
ENSG00000106648,protein_coding,+,train,-1.4632121967076765,GALNTL5
ENSG00000174473,protein_coding,+,train,-1.3226135143325264,GALNTL6
ENSG00000197487,protein_coding,+,train,-1.4632121967076765,GALP
ENSG00000166573,protein_coding,+,train,-1.4632121967076765,GALR1
ENSG00000182687,protein_coding,+,train,-1.0449656986061637,GALR2
ENSG00000128310,protein_coding,+,train,-1.3019107040172953,GALR3
ENSG00000213930,protein_coding,+,train,0.6479465609210535,GALT
ENSG00000130005,protein_coding,-,train,0.8671400876161194,GAMT
ENSG00000089597,protein_coding,-,train,1.9151321060253825,GANAB
ENSG00000214013,protein_coding,+,train,0.3868323275934018,GANC
ENSG00000172020,protein_coding,+,train,-0.4857785279180857,GAP43
ENSG00000111640,protein_coding,+,train,3.013755856594307,GAPDH
ENSG00000105679,protein_coding,+,train,-1.2343665455144701,GAPDHS
ENSG00000175857,protein_coding,+,train,-1.35546723284431,GAPT
ENSG00000165219,protein_coding,+,train,0.497602818553636,GAPVD1
ENSG00000109534,protein_coding,+,test,0.8081182030042374,GAR1
ENSG00000136895,protein_coding,+,train,-0.560213173476977,GARNL3
ENSG00000159131,protein_coding,-,train,0.7916794910037714,GART
ENSG00000180447,protein_coding,-,train,0.4362110987091649,GAS1
ENSG00000148935,protein_coding,+,train,-0.7658135395917705,GAS2
ENSG00000185340,protein_coding,+,train,0.548379603873289,GAS2L1
ENSG00000139354,protein_coding,+,train,0.1283521821221326,GAS2L3
ENSG00000183087,protein_coding,-,train,1.0946622434331021,GAS6
ENSG00000007237,protein_coding,-,train,0.3038372044724743,GAS7
ENSG00000141013,protein_coding,+,train,0.512052333618519,GAS8
ENSG00000184502,protein_coding,+,train,-1.4632121967076765,GAST
ENSG00000102145,protein_coding,+,train,-1.3867123753129031,GATA1
ENSG00000179348,protein_coding,-,train,-0.06923031850306789,GATA2
ENSG00000107485,protein_coding,+,train,-0.3771556351195425,GATA3
ENSG00000136574,protein_coding,+,train,-1.308711739661077,GATA4
ENSG00000130700,protein_coding,-,valid,-1.3104273441009038,GATA5
ENSG00000141448,protein_coding,+,train,-0.24068958469925053,GATA6
ENSG00000157259,protein_coding,+,valid,0.9173861093181064,GATAD1
ENSG00000167491,protein_coding,+,valid,1.0734556767993912,GATAD2A
ENSG00000143614,protein_coding,-,valid,0.6929468255825146,GATAD2B
ENSG00000257218,protein_coding,+,train,0.89655643506797,GATC
ENSG00000171766,protein_coding,-,train,0.2600130823956863,GATM
ENSG00000177628,protein_coding,-,train,0.8842009477533012,GBA
ENSG00000070610,protein_coding,-,train,1.0971603759067583,GBA2
ENSG00000114480,protein_coding,-,valid,0.6604330643340998,GBE1
ENSG00000107862,protein_coding,+,train,1.1757236296582656,GBF1
ENSG00000148288,protein_coding,-,train,0.04007382126953084,GBGT1
ENSG00000117228,protein_coding,-,train,0.3140766938056841,GBP1
ENSG00000162645,protein_coding,-,train,0.29372244789889546,GBP2
ENSG00000117226,protein_coding,-,train,0.3458408502288123,GBP3
ENSG00000162654,protein_coding,-,train,-0.3362010769690754,GBP4
ENSG00000154451,protein_coding,-,train,-1.243233422565096,GBP5
ENSG00000183347,protein_coding,+,train,-1.307002317592997,GBP6
ENSG00000213512,protein_coding,-,train,-1.442332166007687,GBP7
ENSG00000164900,protein_coding,-,train,-1.440067893877767,GBX1
ENSG00000168505,protein_coding,-,train,-1.2836955334768432,GBX2
ENSG00000145321,protein_coding,-,train,-1.4632121967076765,GC
ENSG00000115271,protein_coding,+,train,0.45703213256677333,GCA
ENSG00000100116,protein_coding,+,train,0.642768895260108,GCAT
ENSG00000179562,protein_coding,-,train,0.5330039811726287,GCC1
ENSG00000135968,protein_coding,+,train,0.47174828104024435,GCC2
ENSG00000105607,protein_coding,+,train,0.8906513429369667,GCDH
ENSG00000005436,protein_coding,-,train,0.35208052073357843,GCFC2
ENSG00000115263,protein_coding,-,train,-1.4632121967076765,GCG
ENSG00000215644,protein_coding,+,train,-1.3846980873157793,GCGR
ENSG00000131979,protein_coding,-,train,0.26239053873088236,GCH1
ENSG00000137880,protein_coding,+,test,0.4862941626311778,GCHFR
ENSG00000106633,protein_coding,-,train,-0.840666852330529,GCK
ENSG00000084734,protein_coding,+,train,-1.012696500855674,GCKR
ENSG00000001084,protein_coding,-,train,0.48889512625751996,GCLC
ENSG00000023909,protein_coding,-,valid,0.49775483397251485,GCLM
ENSG00000137270,protein_coding,-,train,-1.3969141472238904,GCM1
ENSG00000124827,protein_coding,-,train,-1.4632121967076765,GCM2
ENSG00000187210,protein_coding,+,train,-0.08324693108055921,GCNT1
ENSG00000111846,protein_coding,+,test,0.02979183367583179,GCNT2
ENSG00000140297,protein_coding,+,train,-1.2902385904617033,GCNT3
ENSG00000176928,protein_coding,-,train,-0.3063032559102228,GCNT4
ENSG00000137878,protein_coding,+,train,0.6200078921154302,GCOM1
ENSG00000140905,protein_coding,-,train,0.6549543556154727,GCSH
ENSG00000119125,protein_coding,+,train,-1.1513083053540245,GDA
ENSG00000104381,protein_coding,+,train,0.34426802348766283,GDAP1
ENSG00000124194,protein_coding,+,train,-1.064002927203834,GDAP1L1
ENSG00000196505,protein_coding,-,train,0.33568345208559686,GDAP2
ENSG00000006007,protein_coding,-,train,1.3520446849801324,GDE1
ENSG00000135414,protein_coding,+,test,0.4278753080476607,GDF11
ENSG00000130513,protein_coding,+,train,0.7934959245812949,GDF15
ENSG00000184344,protein_coding,-,train,-1.4632121967076765,GDF3
ENSG00000125965,protein_coding,-,train,-1.2387792667357325,GDF5
ENSG00000156466,protein_coding,-,train,-1.0333242773032143,GDF6
ENSG00000143869,protein_coding,+,train,-1.2073339905003502,GDF7
ENSG00000164404,protein_coding,-,train,-0.7762880129247847,GDF9
ENSG00000203879,protein_coding,+,train,1.470394551444758,GDI1
ENSG00000057608,protein_coding,-,train,1.8281483624405963,GDI2
ENSG00000168621,protein_coding,-,train,-1.0410533951056904,GDNF
ENSG00000153982,protein_coding,+,train,-0.20796184258192704,GDPD1
ENSG00000130055,protein_coding,+,test,-1.142782918571225,GDPD2
ENSG00000102886,protein_coding,-,train,0.10144276815986031,GDPD3
ENSG00000178795,protein_coding,-,train,-1.4468933945211957,GDPD4
ENSG00000158555,protein_coding,-,train,0.006183639927155324,GDPD5
ENSG00000164949,protein_coding,-,train,0.1954773706307498,GEM
ENSG00000092208,protein_coding,+,train,0.35696270352931725,GEMIN2
ENSG00000179409,protein_coding,-,train,0.8048478752941584,GEMIN4
ENSG00000082516,protein_coding,-,train,0.599944242913914,GEMIN5
ENSG00000152147,protein_coding,+,train,0.5442291701234528,GEMIN6
ENSG00000142252,protein_coding,+,train,0.7654476639531356,GEMIN7
ENSG00000046647,protein_coding,-,train,0.5805606072923677,GEMIN8
ENSG00000178295,protein_coding,+,train,0.31474780560432647,GEN1
ENSG00000239857,protein_coding,+,train,0.8650775557163003,GET4
ENSG00000131095,protein_coding,-,train,-1.1662894696894925,GFAP
ENSG00000127554,protein_coding,+,test,0.7863328647496417,GFER
ENSG00000162676,protein_coding,-,train,-1.0449656986061637,GFI1
ENSG00000165702,protein_coding,+,train,-1.3611710784461104,GFI1B
ENSG00000168827,protein_coding,+,train,0.5602178210831048,GFM1
ENSG00000164347,protein_coding,-,valid,0.7687212329603768,GFM2
ENSG00000145990,protein_coding,-,train,0.05922685862108102,GFOD1
ENSG00000141098,protein_coding,-,train,0.6539986091637705,GFOD2
ENSG00000198380,protein_coding,-,train,0.9120853677019157,GFPT1
ENSG00000131459,protein_coding,-,train,0.12569560333121527,GFPT2
ENSG00000151892,protein_coding,-,train,-0.3771556351195425,GFRA1
ENSG00000168546,protein_coding,-,train,-0.9722632440330565,GFRA2
ENSG00000146013,protein_coding,-,train,-0.7176370255803904,GFRA3
ENSG00000187871,protein_coding,+,train,-1.4632121967076765,GFRAL
ENSG00000100083,protein_coding,+,train,0.7003917069044344,GGA1
ENSG00000103365,protein_coding,-,train,1.0107079379676098,GGA2
ENSG00000125447,protein_coding,-,train,1.0614391591916996,GGA3
ENSG00000006625,protein_coding,-,train,0.9660976263703103,GGCT
ENSG00000115486,protein_coding,-,train,0.6772288128609246,GGCX
ENSG00000137563,protein_coding,-,train,0.7637156159839112,GGH
ENSG00000179168,protein_coding,-,valid,-0.6363508207862689,GGN
ENSG00000152904,protein_coding,+,train,0.7620860571482989,GGPS1
ENSG00000100031,protein_coding,+,train,0.04087090460860197,GGT1
ENSG00000099998,protein_coding,-,train,0.0633273277667048,GGT5
ENSG00000167741,protein_coding,-,valid,-1.3747529827988538,GGT6
ENSG00000131067,protein_coding,-,train,0.861331653975876,GGT7
ENSG00000149435,protein_coding,-,train,-1.440067893877767,GGTLC1
ENSG00000259384,protein_coding,-,train,-1.3969141472238904,GH1
ENSG00000136487,protein_coding,-,test,-1.4632121967076765,GH2
ENSG00000167925,protein_coding,-,test,0.6430487065762799,GHDC
ENSG00000165678,protein_coding,+,train,1.7902723103808704,GHITM
ENSG00000112964,protein_coding,+,train,-0.22701103484205268,GHR
ENSG00000118702,protein_coding,-,valid,-1.458492116862817,GHRH
ENSG00000106128,protein_coding,+,train,-1.4267046408819954,GHRHR
ENSG00000157017,protein_coding,-,valid,-1.0163809008190627,GHRL
ENSG00000121853,protein_coding,-,train,-1.4632121967076765,GHSR
ENSG00000146830,protein_coding,-,train,1.0246753965596973,GIGYF1
ENSG00000204120,protein_coding,+,train,0.6987528845407341,GIGYF2
ENSG00000213203,protein_coding,+,test,-0.9357868953460039,GIMAP1
ENSG00000133574,protein_coding,+,train,-0.3704743400131877,GIMAP4
ENSG00000196329,protein_coding,+,train,-0.8737139240530126,GIMAP5
ENSG00000133561,protein_coding,-,valid,-0.8061972311763143,GIMAP6
ENSG00000179144,protein_coding,+,train,-0.8806088726301798,GIMAP7
ENSG00000171115,protein_coding,+,test,-0.44249343303948735,GIMAP8
ENSG00000145723,protein_coding,-,train,0.02559525251713153,GIN1
ENSG00000101003,protein_coding,+,train,0.3932694927581956,GINS1
ENSG00000131153,protein_coding,-,train,0.5926279039396974,GINS2
ENSG00000181938,protein_coding,+,valid,0.4872663401050192,GINS3
ENSG00000147536,protein_coding,+,train,0.21005474186629688,GINS4
ENSG00000159224,protein_coding,-,train,-1.365012104376058,GIP
ENSG00000123159,protein_coding,-,train,1.4308100564392303,GIPC1
ENSG00000137960,protein_coding,+,train,-0.7614715036872094,GIPC2
ENSG00000179855,protein_coding,+,train,-0.4275622856313025,GIPC3
ENSG00000010310,protein_coding,+,train,-0.6128706709573701,GIPR
ENSG00000108262,protein_coding,-,train,1.1737812869460877,GIT1
ENSG00000139436,protein_coding,-,train,0.48148181688441094,GIT2
ENSG00000152661,protein_coding,+,train,1.5334111671630475,GJA1
