	gene_id	gene_type	split	labels	gene_name	TSS	chromosome_name	strand	fpkm_median	tpm_median	fpkm_uq_median
16289	ENSG00000141971	protein_coding	train	0.6117434483635642	MVB12A	17529890	chr19	+	4.334747028350807	5.818331641240525	4.553821256532693
16290	ENSG00000141977	protein_coding	train	-1.4245135787391872	CIB3	16284336	chr19	-	-4.669326877290843	-3.321928094887362	-4.546245393148303
16291	ENSG00000142102	protein_coding	train	0.872792093373373	PGGHG	289135	chr11	+	4.134787718833661	5.475360551480564	4.157447996274298
16292	ENSG00000142197	protein_coding	train	0.3033222442874144	DOP1B	37536833	chr21	+	1.2894803861375947	2.7078781328168504	1.4454088941096002
16293	ENSG00000142233	protein_coding	train	-0.9938093685447092	NTN5	49176284	chr19	-	-1.808437349299244	-0.3906232512366931	-1.6864058534276083
16294	ENSG00000142444	protein_coding	train	0.7639107873960667	TIMM29	11039409	chr19	+	3.094945417581546	4.580175640777117	3.3401491974962183
16295	ENSG00000142513	protein_coding	train	-1.4491905617733891	ACP4	51293672	chr19	+	-3.1962769932258426	-1.766602735898117	-2.955675831187799
16296	ENSG00000142609	protein_coding	train	-1.4094531357020137	CFAP74	1935276	chr1	-	-4.69525534228137	-3.3349711323629614	-4.496549490994431
16297	ENSG00000142694	protein_coding	train	0.7766599431871541	EVA1B	36789755	chr1	-	-7.643856189774724	-7.643856189774724	-7.643856189774724
16298	ENSG00000142871	protein_coding	train	1.603644561678411	CCN1	86046444	chr1	+	4.792360837500721	6.218261952088533	4.940730560184862
16299	ENSG00000142920	protein_coding	train	-0.4219830298724053	AZIN2	33547260	chr1	+	-0.9478623766648248	0.5245652210771999	-0.7420238839892354
16300	ENSG00000143093	protein_coding	train	0.8428983406790339	STRIP1	110583793	chr1	+	2.170341719819924	3.6513043201306674	2.345680230786358
16301	ENSG00000143105	protein_coding	train	-1.4632121967076763	KCNA10	111061797	chr1	-	-7.643856189774724	-7.643856189774724	-7.643856189774724
16302	ENSG00000143158	protein_coding	train	1.0421065125131774	MPC2	167905278	chr1	-	3.552819698563203	5.067414999202009	3.7437196064087246
16303	ENSG00000143178	protein_coding	train	-0.4256952330248857	TBX19	168250278	chr1	+	0.6571826601284232	2.108256801567014	0.7881845428082778
16304	ENSG00000143207	protein_coding	valid	0.8359086752075318	COP1	176176629	chr1	-	3.824350358042808	5.306863723408581	4.050318845812199
16305	ENSG00000143217	protein_coding	train	-1.128515253269932	NECTIN4	161059389	chr1	-	2.729987742957723	4.154153810207497	2.9246320070096967
16306	ENSG00000143363	protein_coding	train	0.8413171255131053	PRUNE1	150980953	chr1	+	4.212475957508925	5.655941381109879	4.4055976060874045
16307	ENSG00000143409	protein_coding	train	0.5701721858958065	MINDY1	150980841	chr1	-	2.4668880996082203	3.922787748177951	2.668300698538649
16308	ENSG00000143674	protein_coding	train	-0.4123097974150415	MAP3K21	233463514	chr1	+	1.45769934501606	2.910617548663689	1.640435836619588
16309	ENSG00000143751	protein_coding	test	0.7417638569706826	SDE2	226187032	chr1	-	2.8610025136236525	4.378893054688088	3.0422591004097668
16310	ENSG00000143811	protein_coding	train	1.1932769749323382	PYCR2	226111978	chr1	-	3.2729339201492325	4.752186601475086	3.4431424745458084
16311	ENSG00000143889	protein_coding	train	0.725729960242574	HNRNPLL	38830108	chr2	-	3.135781098470231	4.632814939852021	3.303283937264086
16312	ENSG00000143933	protein_coding	train	1.564593671117553	CALM2	47401346	chr2	-	6.045744374466822	7.545642552507934	6.245495662819922
16313	ENSG00000144015	protein_coding	train	-1.4632121967076763	TRIM43	96257766	chr2	+	-4.417347659966045	-3.038598926835721	-4.189680296588923
16314	ENSG00000144320	protein_coding	train	0.5243174462887262	LNPK	176867073	chr2	-	1.6480972442016344	3.1051248940601286	1.81688637401492
16315	ENSG00000144362	protein_coding	train	0.0321298593116419	PHOSPHO2	170550975	chr2	+	0.8713705561814551	2.3736203732457373	1.0496307677246004
16316	ENSG00000144445	protein_coding	train	0.1402875282838194	KANSL1L	211036107	chr2	-	0.6645738592625954	2.110496881917402	0.8306609743997633
16317	ENSG00000144476	protein_coding	train	0.5832653571589743	ACKR3	237478284	chr2	+	3.3936084005591134	4.84685933396558	3.6106055799944574
16318	ENSG00000144567	protein_coding	train	1.0900733194717132	RETREG2	220042939	chr2	+	4.838407250983641	6.3339889647919625	5.011795274658412
16319	ENSG00000144580	protein_coding	train	1.0367453125681894	CNOT9	219433303	chr2	+	3.5821826362886737	5.056284380894114	3.744731600941837
16320	ENSG00000144583	protein_coding	train	-0.4337491465336843	MARCHF4	217236750	chr2	-	-4.706511797624493	-3.3883554566263383	-4.546245393148303
16321	ENSG00000144647	protein_coding	train	0.742512942693913	POMGNT2	43147568	chr3	-	3.618778977625178	5.094337426592589	3.838992093293741
16322	ENSG00000144648	protein_coding	train	-1.133223620565302	ACKR2	42850968	chr3	+	-0.2572176597999811	1.2109498726992691	-0.0163952626480703
16323	ENSG00000144649	protein_coding	train	-0.6766083100575945	GASK1A	43021040	chr3	+	-0.6567627527165795	0.8425364045012388	-0.4140760230413985
16324	ENSG00000144815	protein_coding	valid	0.4288429495915539	NXPE3	101504244	chr3	+	-0.3536529846486553	1.1689628840069288	-0.1449671027979204
16325	ENSG00000144820	protein_coding	train	-1.4491905617733891	ADGRG7	100328433	chr3	+	-7.058893689053569	-6.429731384421878	-7.020925838854548
16326	ENSG00000145002	protein_coding	train	-0.3866213880922542	FAM86B2	12293852	chr8	-	-1.8970060066766743	-0.5399389790226586	-1.7140651920561274
16327	ENSG00000145016	protein_coding	train	0.5427108724088334	RUBCN	197476570	chr3	-	0.2997135600642417	1.7570232465074596	0.4826418003085753
16328	ENSG00000145041	protein_coding	train	0.6741998909816602	DCAF1	51467664	chr3	-	2.7251085438094664	4.234677584687499	2.9340635242545723
16329	ENSG00000145241	protein_coding	train	0.3645705450514216	CENPC	68411324	chr4	-	0.6630257564979751	2.128194402070596	0.8199951028363744
16330	ENSG00000145331	protein_coding	train	-0.0082794693159178	TRMT10A	100484825	chr4	-	0.6493855291815157	2.113367120759804	0.8239938641713932
16331	ENSG00000145337	protein_coding	train	1.5874238321580016	PYURF	89444964	chr4	-	-7.643856189774724	-7.643856189774724	-7.643856189774724
16332	ENSG00000145416	protein_coding	train	-0.9055623997266534	MARCHF1	165305202	chr4	-	-0.1295760941418076	1.3512325512590515	0.0938305716351355
16333	ENSG00000145495	protein_coding	train	1.2970347015521182	MARCHF6	10353879	chr5	+	3.6442716261265375	5.1031157239771785	3.8378423505982218
16334	ENSG00000145569	protein_coding	train	0.0130948161224586	OTULINL	14581884	chr5	+	0.7589000897086834	2.3278885227666355	0.9917531122445143
16335	ENSG00000145642	protein_coding	train	-1.4378143784255997	SHISAL2B	63986135	chr5	+	-5.189680296588923	-3.840629153339797	-4.993091630657823
16336	ENSG00000145736	protein_coding	train	-0.3606255964064691	GTF2H2	70363477	chr5	-	-1.4945155204885048	-0.0659742302770854	-1.3194055851186517
16337	ENSG00000145934	protein_coding	train	-0.6346936519024662	TENM2	167181941	chr5	+	-4.299027692777283	-2.9748294242650943	-4.110292841560213
16338	ENSG00000145975	protein_coding	train	-1.4491905617733891	FAM217A	4079455	chr6	-	-6.417347659966045	-5.34519787421021	-6.345197874210211
16339	ENSG00000146085	protein_coding	train	0.8600941201889198	MMUT	49430904	chr6	-	2.95056172905206	4.42979670817441	3.1362734298505823
16340	ENSG00000146267	protein_coding	train	-0.0541541807774593	FAXC	99797531	chr6	-	-2.3262626851512533	-0.9086048139883	-2.1811494391045665
16341	ENSG00000146350	protein_coding	train	-0.1976455556613486	TBC1D32	121655624	chr6	-	-0.2354839862020474	1.1422173618038234	-0.0380063225797449
16342	ENSG00000146383	protein_coding	train	-1.4632121967076763	TAAR6	132891461	chr6	+	-7.643856189774724	-7.643856189774724	-7.643856189774724
16343	ENSG00000146385	protein_coding	test	-1.4632121967076763	TAAR8	132873832	chr6	+	-7.643856189774724	-7.643856189774724	-7.643856189774724
16344	ENSG00000146386	protein_coding	train	1.25863114808572	ABRACL	139349819	chr6	+	4.592684262529788	6.108804605134903	4.778876141569639
16345	ENSG00000146399	protein_coding	train	-1.4632121967076763	TAAR1	132967142	chr6	-	-7.643856189774724	-7.643856189774724	-7.643856189774724
16346	ENSG00000146409	protein_coding	train	0.6586228730212546	SLC18B1	133119692	chr6	-	2.9104832382748294	4.367168347161743	3.061724363300767
16347	ENSG00000146410	protein_coding	train	0.0798424085592503	MTFR2	136571449	chr6	-	1.010135314885185	2.416029011326229	1.2438518432550818
16348	ENSG00000146476	protein_coding	train	0.9542137126472042	ARMT1	151773422	chr6	+	3.0193994682455374	4.503647675388268	3.178284397390973
16349	ENSG00000146700	protein_coding	train	-0.5942809638089293	SSC4D	76039012	chr7	-	1.2439127588731744	2.7346120826161315	1.4225021351005598
16350	ENSG00000146707	protein_coding	train	0.5809115037285334	POMZP3	76256578	chr7	-	1.5015155773085496	2.9222739780521136	1.6473605645196348
16351	ENSG00000146729	protein_coding	train	0.946869970101844	NIPSNAP2	56046600	chr7	+	4.311481317936949	5.804678302329688	4.475752882903229
16352	ENSG00000146826	protein_coding	train	0.6671271824008362	TRAPPC14	99756308	chr7	-	2.479515139404348	3.9703567222604814	2.6565878946949257
16353	ENSG00000146857	protein_coding	train	-1.4632121967076763	STRA8	134916731	chr7	+	-3.060096436135226	-1.6223764623642734	-2.905088352974533
16354	ENSG00000147003	protein_coding	train	-0.432127387311148	CLTRN	15683154	chrX	-	-1.022097333064992	0.4821254640799905	-0.8383057645638685
16355	ENSG00000147113	protein_coding	train	-1.4115755737419096	DIPK2B	45060146	chrX	-	-0.0717244383880651	1.3781231530616946	0.1116990721974199
16356	ENSG00000147117	protein_coding	train	-1.0629816908340468	ZNF157	47229982	chrX	+	-2.414268267034073	-0.9862161845669004	-2.2216231890916767
16357	ENSG00000147121	protein_coding	train	0.3152505171020635	KRBOX4	46306292	chrX	+	1.644502372418936	3.0860703930984483	1.841208307989307
16358	ENSG00000147174	protein_coding	train	-0.4720796794993662	GCNA	70800135	chrX	+	-1.7032195825735748	-0.2150772984371388	-1.5100460986686943
16359	ENSG00000147231	protein_coding	valid	-0.0497955212247898	RADX	105855202	chrX	+	-4.1003603063489535	-2.708396441969436	-3.952322024855525
16360	ENSG00000147234	protein_coding	train	-1.2869557807471126	FRMPD3	106769876	chrX	+	-4.158429362604483	-2.8018830708475444	-3.932361283124637
16361	ENSG00000147471	protein_coding	train	1.1047882060725407	PLPBP	37620111	chr8	+	3.95246403676564	5.385603598050241	4.16820075240073
16362	ENSG00000147535	protein_coding	train	0.7158524588651802	PLPP5	38126658	chr8	-	3.0194172609535594	4.488688522962231	3.2469856577252774
16363	ENSG00000147548	protein_coding	train	0.7590510597354944	NSD3	38239790	chr8	-	2.019559594718561	3.4650079921375903	2.201226085382715
16364	ENSG00000147813	protein_coding	train	0.8279438746658977	NAPRT	144660783	chr8	-	3.307559673325685	4.780604068080625	3.487666417734057
16365	ENSG00000147873	protein_coding	train	-1.4446072979975124	IFNA5	21305312	chr9	-	-7.643856189774724	-7.643856189774724	-7.643856189774724
16366	ENSG00000147885	protein_coding	train	-1.4632121967076763	IFNA16	21217310	chr9	-	-7.643856189774724	-7.643856189774724	-7.643856189774724
16367	ENSG00000148057	protein_coding	train	-0.0629935193467242	IDNK	86237964	chr9	+	1.0915305931206165	2.5699285005546995	1.310979883798131
16368	ENSG00000148110	protein_coding	valid	1.107633071662546	MFSD14B	97136833	chr9	+	4.04334450487717	5.514816607078721	4.220964477303593
16369	ENSG00000148120	protein_coding	train	0.1455859471008914	AOPEP	97522066	chr9	+	2.0122110839508744	3.490993635329304	2.2330290574451848
16370	ENSG00000148123	protein_coding	train	-1.3138772801113	PLPPR1	103790991	chr9	+	-5.65835575946984	-4.45166202449138	-5.553002759323611
16371	ENSG00000148136	protein_coding	train	-1.4632121967076763	OR13C4	107289490	chr9	-	-7.643856189774724	-7.643856189774724	-7.643856189774724
16372	ENSG00000148153	protein_coding	train	0.6811428800765992	INIP	115480516	chr9	-	2.644733081811411	4.114650205191514	2.818727877529495
16373	ENSG00000148335	protein_coding	train	0.9236047609615337	NTMT1	132371163	chr9	+	1.7048277093284827	3.2075336945372364	1.8527978928187712
16374	ENSG00000148343	protein_coding	train	0.5183882696280401	MIGA2	131798923	chr9	+	1.8236678498112944	3.319516780160402	2.0001442622910948
16375	ENSG00000148362	protein_coding	train	1.1055696087419622	PAXX	139886943	chr9	+	4.513730753694625	6.023144439746654	4.717199329581293
16376	ENSG00000148399	protein_coding	train	0.6813751521627919	DPH7	140473387	chr9	-	2.1831688801470364	3.643198170796348	2.381920122289898
16377	ENSG00000148426	protein_coding	train	0.1524023239539184	PROSER2	11865397	chr10	+	2.5453506448223	3.9803818157953095	2.729965997446928
16378	ENSG00000148481	protein_coding	train	0.5864593144383251	MINDY3	15860007	chr10	-	2.211541811503166	3.66800562942296	2.3737595583192044
16379	ENSG00000148483	protein_coding	train	-1.2724579562691876	TMEM236	17794251	chr10	+	-4.673002535434241	-3.323371511757032	-4.496549490994431
16380	ENSG00000148655	protein_coding	valid	-0.755565366026579	LRMDA	78078092	chr10	+	1.4115889465187983	2.9163428784314323	1.6257848108284974
16381	ENSG00000148671	protein_coding	train	0.3533701852508382	ADIRF	88727949	chr10	+	-7.643856189774724	-7.643856189774724	-7.643856189774724
16382	ENSG00000148735	protein_coding	train	-1.4180004680382643	PLEKHS1	115531787	chr10	+	0.279768421593595	1.6293799361746863	0.405012082912592
16383	ENSG00000148803	protein_coding	train	0.6223513036272373	FUOM	135171505	chr10	-	3.142985174246397	4.585461346502352	3.251870548701936
16384	ENSG00000149133	protein_coding	train	-1.4632121967076763	OR5F1	55762101	chr11	-	-7.643856189774724	-7.643856189774724	-7.643856189774724
16385	ENSG00000149196	protein_coding	train	0.6952076204755919	HIKESHI	86013253	chr11	+	3.471044354593076	4.934728785760584	3.6304753678046593
16386	ENSG00000149256	protein_coding	train	-0.4933928825856918	TENM4	79151695	chr11	-	1.3273424556098217	2.794977238430429	1.5358041382703047
16387	ENSG00000149346	protein_coding	train	-0.0612618101099283	SLX4IP	10415951	chr20	+	1.4044126968276471	2.8684497203769093	1.5793732670673877
16388	ENSG00000149474	protein_coding	train	0.7226179734046898	KAT14	18122964	chr20	+	2.565645914728265	4.039313893577619	2.701881692314999
16389	ENSG00000149476	protein_coding	train	0.5247842871180457	TKFC	61100682	chr11	+	2.346956889378885	3.840060330832396	2.5338124968276667
16390	ENSG00000149507	protein_coding	train	-1.4632121967076763	OOSP2	59807748	chr11	+	-7.643856189774724	-7.643856189774724	-7.643856189774724
16391	ENSG00000149635	protein_coding	train	-1.4632121967076763	OCSTAMP	45179213	chr20	-	-7.643856189774724	-7.643856189774724	-7.643856189774724
16392	ENSG00000149639	protein_coding	train	0.5539138863092091	SOGA1	35492089	chr20	-	3.5324416466878312	5.040633844267988	3.748547105153157
16393	ENSG00000149646	protein_coding	train	-1.282073774254307	CNBD2	34556533	chr20	+	-3.754382647243616	-2.3606752108291547	-3.589007712779105
16394	ENSG00000149716	protein_coding	valid	0.1804377904301594	LTO1	69488152	chr11	-	0.8638591792878825	2.3229952944024816	1.036186802847846
16395	ENSG00000149823	protein_coding	train	1.290978213138689	VPS51	64863631	chr11	+	4.236094578637878	5.722075241643287	4.382964613692872
16396	ENSG00000149926	protein_coding	train	-1.1439914902072734	TLCD3B	30042580	chr16	-	-3.6366606883705206	-2.2270164478618955	-3.3823253745313187
16397	ENSG00000150261	protein_coding	train	-1.4632121967076763	OR8K1	56113421	chr11	+	-7.643856189774724	-7.643856189774724	-7.643856189774724
16398	ENSG00000150269	protein_coding	train	-1.4632121967076763	OR5M9	56230877	chr11	-	-7.643856189774724	-7.643856189774724	-7.643856189774724
16399	ENSG00000150456	protein_coding	train	0.1647524105470662	EEF1AKMT1	21348088	chr13	-	2.826436626422597	4.31922050252387	3.0140338647134834
16400	ENSG00000150471	protein_coding	train	-0.7088522539580181	ADGRL3	62066976	chr4	+	-2.415037499278844	-0.9959660987155102	-2.262572817270941
16401	ENSG00000150756	protein_coding	train	0.4774537258074441	ATPSCKMT	10250008	chr5	-	1.674099028537714	3.142151997191489	1.8919634973754136
16402	ENSG00000150776	protein_coding	train	0.6188318307455782	NKAPD1	111945011	chr11	+	2.714355433101084	4.175867868974719	2.8824278516795845
16403	ENSG00000151014	protein_coding	test	0.3754633686507169	NOCT	139936943	chr4	+	0.7623062890028821	2.28767913947278	0.9591024297428608
16404	ENSG00000151135	protein_coding	train	0.8780708582325518	TMEM263	107349500	chr12	+	3.696071734348824	5.170942544019172	3.877803134259163
16405	ENSG00000151287	protein_coding	train	0.4488046313627499	TEX30	103422620	chr13	-	1.0592860487461908	2.5184344237710747	1.2399478840584637
16406	ENSG00000151366	protein_coding	train	1.3743835798146768	NDUFC2	77791265	chr11	-	4.316290583921999	5.80635241602026	4.477489531877326
16407	ENSG00000151445	protein_coding	train	0.7223813828209564	VIPAS39	77923948	chr14	-	2.951774273848283	4.465706790367572	3.124923620133819
16408	ENSG00000151576	protein_coding	train	0.2967505620054662	QTRT2	113775584	chr3	+	1.8489984304000229	3.3398072557316003	2.025170575734906
16409	ENSG00000151725	protein_coding	train	0.4199727563877152	CENPU	185655287	chr4	-	2.094472557845785	3.572610801252378	2.272112794665928
16410	ENSG00000151838	protein_coding	train	-1.3948561652083546	CCDC175	60043549	chr14	-	-5.740817919661812	-4.618827395283202	-5.622376462364274
16411	ENSG00000151881	protein_coding	train	0.4217601138548114	TMEM267	43483938	chr5	-	2.807664037876568	4.249286044195687	2.972858049050182
16412	ENSG00000151893	protein_coding	train	0.7723984925421754	CACUL1	120514758	chr10	-	2.5586839715259706	4.024133478660714	2.7752191446377057
16413	ENSG00000152078	protein_coding	train	-0.2898285056287905	TLCD4	95582894	chr1	+	0.2060180040208956	1.670432481271002	0.3850444259596072
16414	ENSG00000152133	protein_coding	train	0.3859674008961252	GPATCH11	37311594	chr2	+	1.482332020747376	2.9017454374377425	1.669752467255762
16415	ENSG00000152154	protein_coding	test	-0.1380209852210931	TMEM178A	39893059	chr2	+	0.7061105571964668	2.139960569545457	0.9606599753718028
16416	ENSG00000152193	protein_coding	train	0.602540993845286	OBI1	79233314	chr13	-	1.1949065324228512	2.6208678844632844	1.3595773928332802
16417	ENSG00000152219	protein_coding	train	0.5307763345037789	ARL14EP	30349583	chr11	+	2.307515958605861	3.8011897037160174	2.433039554774301
16418	ENSG00000152234	protein_coding	train	2.238650022770224	ATP5F1A	43668662	chr18	-	5.06780218093129	6.548160698298052	5.212709399531552
16419	ENSG00000152433	protein_coding	train	-0.0684775585822583	ZNF547	57874934	chr19	+	-1.058593158890855	0.369047643455913	-0.8996950942043146
16420	ENSG00000152591	protein_coding	train	-1.4632121967076763	DSPP	88529681	chr4	+	-5.435963338133392	-4.189680296588923	-5.293358942690592
16421	ENSG00000152620	protein_coding	train	0.624275940883337	NADK2	36241493	chr5	-	2.249293630160741	3.6740199114172056	2.450986858374968
16422	ENSG00000152760	protein_coding	train	-0.9816231983130866	DYNLT5	67218143	chr1	+	-3.618827395283202	-2.1936346938775446	-3.448508591452505
16423	ENSG00000152763	protein_coding	train	-0.628122269091581	DNAI4	67370986	chr1	-	0.0311128408502489	1.4484252589802786	0.1925729413869223
16424	ENSG00000152795	protein_coding	train	1.699989115391245	HNRNPDL	83351019	chr4	-	4.870019417911942	6.305886640927333	5.08412380875595
16425	ENSG00000152936	protein_coding	train	-1.420161583897135	LMNTD1	25706186	chr12	-	-5.733123527871812	-4.52616114710497	-5.559791924986251
16426	ENSG00000152990	protein_coding	train	0.563933919011869	ADGRA3	22517677	chr4	-	2.6905958847684834	4.174733976028652	2.9242709460572285
16427	ENSG00000153230	protein_coding	train	-1.4632121967076763	OR14K1	247901917	chr1	+	-5.073393258748683	-3.801883070847545	-4.943416471633633
16428	ENSG00000153292	protein_coding	valid	-1.4538185410237352	ADGRF1	47009993	chr6	-	-1.3183258582071666	0.1440463696167068	-1.1174743272128005
16429	ENSG00000153294	protein_coding	train	-1.3261535614376143	ADGRF4	47666289	chr6	+	-3.180495303958067	-1.7302486779516255	-2.975964064544491
16430	ENSG00000153310	protein_coding	train	0.7906559629871371	CYRIB	131028943	chr8	-	3.349605895436642	4.84634788577701	3.512618801254221
16431	ENSG00000153443	protein_coding	train	1.03552392018799	UBALD1	4661524	chr16	-	3.889697425198831	5.392262461920799	4.022350056672527
16432	ENSG00000153485	protein_coding	train	0.799889668590392	TMEM251	93651358	chr14	+	2.187546069232626	3.626731150672786	2.335997677389018
16433	ENSG00000153495	protein_coding	train	-0.8883108945466712	TEX29	111968531	chr13	+	-2.524500012735049	-1.1472021071812288	-2.3503385593573003
16434	ENSG00000153714	protein_coding	train	0.3260683641146328	LURAP1L	12775020	chr9	+	1.275662668979405	2.7567030863461675	1.406482248392574
16435	ENSG00000153789	protein_coding	train	-1.392807072991651	CIBAR2	85146114	chr16	-	-2.6803820657998387	-1.2105628639597157	-2.554697057863487
16436	ENSG00000153975	protein_coding	valid	0.52273395184627	ZUP1	116989957	chr6	-	1.1170965657711256	2.56691254785694	1.294311960731117
16437	ENSG00000154016	protein_coding	train	-0.2450349351813739	GRAP	18950950	chr17	-	-3.030324536856797	-1.581648112214479	-2.831357964441161
16438	ENSG00000154079	protein_coding	train	0.5810709163423775	SDHAF4	71276620	chr6	+	3.3864247048969944	4.8734687211761285	3.5717132105640514
16439	ENSG00000154124	protein_coding	train	0.4045944969255	OTULIN	14664857	chr5	+	1.015283461446546	2.4822029262959555	1.1927622921527052
16440	ENSG00000154153	protein_coding	train	0.0778207064614691	RETREG1	16617167	chr5	-	0.6917128157820238	2.170277617134368	0.920598196929189
16441	ENSG00000154174	protein_coding	train	1.0715665210846268	TOMM70	100120242	chr3	-	3.9847260490383216	5.449237804888943	4.191278378926829
16442	ENSG00000154429	protein_coding	train	0.2320461386780208	CCSAP	229478735	chr1	-	1.1645288608813686	2.653128824448165	1.4010843015050058
16443	ENSG00000154479	protein_coding	train	-1.0518908451087032	CCDC173	170550943	chr2	-	-0.7734914701913204	0.7341351371311567	-0.5593666648384729
16444	ENSG00000154485	protein_coding	test	-1.3104273441009038	MMP21	127464390	chr10	-	-3.4707287562940685	-2.0226834370912896	-3.349603053330211
16445	ENSG00000154511	protein_coding	train	0.5086852796582416	DIPK1A	93427057	chr1	-	1.3868109464722167	2.8696542948289827	1.5904822589209056
16446	ENSG00000154518	protein_coding	test	1.2384879063518144	ATP5MC3	176049335	chr2	-	5.909583515989401	7.366211166171976	6.085804911290656
16447	ENSG00000154545	protein_coding	train	0.3911334622339709	MAGED4	51930729	chrX	+	-4.085588555718989	-2.7888631730177247	-3.89539495677069
16448	ENSG00000154582	protein_coding	train	1.149811591292998	ELOC	74884421	chr8	-	3.792334805706692	5.265451899039317	3.9781681669512143
16449	ENSG00000154710	protein_coding	train	0.7362111319497452	RABGEF1	66205720	chr7	+	0.0280032784727521	1.5042644413492392	0.2107628941863102
16450	ENSG00000154723	protein_coding	train	1.4296339442726689	ATP5PF	27107984	chr21	-	5.704631310818927	7.207640084629785	5.887688539488783
16451	ENSG00000154781	protein_coding	train	0.6374491838353963	CCDC174	14693271	chr3	+	2.3246090151797354	3.810257999235672	2.488772059299853
16452	ENSG00000154997	protein_coding	train	-1.4632121967076763	SEPTIN14	55930482	chr7	-	-6.844768883700722	-6.030324536856798	-6.795859283219775
16453	ENSG00000155026	protein_coding	train	-1.2358328963283274	RSPH10B	6010314	chr7	-	-5.205563338195578	-3.9793733494100425	-5.0782590139205
16454	ENSG00000155085	protein_coding	test	-0.2880328033813964	AK9	110012415	chr6	-	-0.9776676999019436	0.4890290638504374	-0.7873684102790459
16455	ENSG00000155099	protein_coding	train	0.6211810449590792	PIP4P2	92053292	chr8	-	1.446256229889564	2.920674411041618	1.666029381213045
16456	ENSG00000155249	protein_coding	train	-1.4632121967076763	OR4K1	20403767	chr14	+	-7.643856189774724	-7.643856189774724	-7.643856189774724
16457	ENSG00000155275	protein_coding	test	0.0491603989483824	TRMT44	8475243	chr4	+	0.6371928869588479	2.1738310155677	0.8175414001514336
16458	ENSG00000155324	protein_coding	train	0.4692531047727185	GRAMD2B	125758838	chr5	+	2.379371435186545	3.8254600177944167	2.542208514322841
16459	ENSG00000155428	protein_coding	train	-0.5486895919735534	TRIM74	72439997	chr7	-	-2.891107598367591	-1.4799549759601824	-2.67853364140747
16460	ENSG00000155438	protein_coding	train	1.0884462589690258	NIFK	122494499	chr2	-	4.03128931946683	5.515034310694564	4.21893612133568
16461	ENSG00000155542	protein_coding	train	0.1011798411634467	SETD9	56205087	chr5	+	1.0104218054865115	2.514728254211178	1.1975509074198738
16462	ENSG00000155622	protein_coding	train	-1.4632121967076763	XAGE2	52112173	chrX	+	-0.1512018187558111	1.1536108022844325	-0.0494569334454783
16463	ENSG00000155666	protein_coding	train	0.1437462391137313	KDM8	27214816	chr16	+	-0.3212069276437082	1.1011121584741506	-0.1483209091301943
16464	ENSG00000155749	protein_coding	valid	-0.8109707467841326	FLACC1	202222067	chr2	-	-2.8709148519433896	-1.486408193500427	-2.7582818254032984
16465	ENSG00000155754	protein_coding	train	-1.3369350280444177	C2CD6	202483898	chr2	-	-2.488430758027528	-1.0843643765696869	-2.3800705758839227
16466	ENSG00000155875	protein_coding	train	-1.392807072991651	SAXO1	19033186	chr9	-	-4.725469955328377	-3.374823043319488	-4.516222910048851
16467	ENSG00000155893	protein_coding	train	0.0505280064746851	PXYLP1	140991507	chr3	+	0.5361523930191802	1.9965333702802208	0.7409707218282836
16468	ENSG00000155970	protein_coding	train	0.076529668038635	MICU3	16884747	chr8	+	-0.768567591552035	0.6612023297627099	-0.5898760215870732
16469	ENSG00000156017	protein_coding	train	0.5168578264013508	CARNMT1	77643310	chr9	-	1.7081872360207089	3.2114795135913816	1.9534142508197525
16470	ENSG00000156030	protein_coding	train	0.496651616890314	MIDEAS	74227001	chr14	-	2.2299262550369177	3.7307377624346345	2.361684152971029
16471	ENSG00000156042	protein_coding	train	-0.7206018109223583	CFAP70	75118512	chr10	-	-1.475535074035002	-0.0872734999514736	-1.3422685431715378
16472	ENSG00000156170	protein_coding	train	0.0780969010023441	NDUFAF6	95908041	chr8	+	1.677530793007442	3.173623174752474	1.8418523862570488
16473	ENSG00000156206	protein_coding	train	-1.2387792667357325	CFAP161	81426588	chr15	+	-2.177229069733224	-0.7449223179945492	-2.004624026525448
16474	ENSG00000156265	protein_coding	train	-0.1707694641140336	MAP3K7CL	30449954	chr21	+	-0.35070645303286	1.1110313123887436	-0.1949552386295968
16475	ENSG00000156411	protein_coding	train	1.1621913403099549	ATP5MJ	104387866	chr14	-	4.798828178091109	6.28196525377777	4.9614149651126045
16476	ENSG00000156469	protein_coding	train	0.7843018562368143	MTERF3	97273838	chr8	-	3.7924909894256142	5.275454094461322	3.983020945723978
16477	ENSG00000156500	protein_coding	train	-0.3410754825083159	PABIR3	133941253	chrX	+	-0.7901099927659606	0.6884041883974581	-0.6128580716028301
16478	ENSG00000156504	protein_coding	train	0.857893961028418	PABIR2	133931164	chrX	-	3.138748949928593	4.556061490499845	3.304832253932396
16479	ENSG00000156787	protein_coding	train	-0.0801532411333212	TBC1D31	124084920	chr8	+	0.2473199349798194	1.7365182893677042	0.4080596480703602
16480	ENSG00000156795	protein_coding	train	0.6017482015495271	NTAQ1	124428966	chr8	+	1.761285273361619	3.2706335900389965	1.9337992217822952
16481	ENSG00000156875	protein_coding	train	1.3135913340463925	MFSD14A	100503653	chr1	+	-1.2078942943370952	0.3292958481025151	-1.0649174766813383
16482	ENSG00000156920	protein_coding	train	-1.458492116862817	ADGRG4	135383122	chrX	+	-7.643856189774724	-7.643856189774724	-7.643856189774724
